Port Number,Time Since Start,Bandwidth
5008,4.756292069s,113
5008,9.689654723s,115
5008,435.386785ms,68
5008,7.117912185s,115
5008,10.457108541s,115
5008,16.790140992s,115
5008,320.467448ms,68
5008,320.783608ms,68
5008,435.27816ms,68
5008,534.793962ms,68
5008,7.117834457s,115
5008,8.865167718s,115
5008,10.45713027s,115
5008,332.302273ms,68
5008,4.75628416s,113
5008,16.790149896s,115
5008,435.246393ms,68
5008,435.286956ms,68
5008,534.758827ms,68
5008,7.117876397s,115
5008,9.029602142s,113
5008,10.457119852s,115
5008,435.268758ms,68
5008,534.741169ms,68
5008,16.790158748s,115
5008,126.89682ms,68
5008,126.99715ms,68
5008,332.293972ms,68
5008,435.421159ms,68
5008,8.86515862s,115
5008,16.790130271s,115
5008,435.42702ms,68
5008,4.756248687s,113
5008,4.756333995s,113
5008,4.756264298s,113
5008,8.865093865s,115
5008,9.029684369s,113
5008,9.689626781s,115
5008,9.689644915s,115
5008,320.479377ms,68
5008,320.643467ms,68
5008,4.756309371s,113
5008,10.457049567s,115
5008,435.311ms,68
5008,435.397661ms,68
5008,9.689635395s,115
5008,332.309366ms,68
5008,435.403554ms,68
5008,9.029655459s,113
5008,9.689617176s,115
5008,320.626673ms,68
5008,4.756301317s,113
5008,7.117885096s,115
5008,10.457061914s,115
5008,126.908118ms,68
5008,126.980679ms,68
5008,320.513022ms,68
5008,320.613965ms,68
5008,320.620082ms,68
5008,320.757493ms,68
5008,320.734789ms,68
5008,435.258961ms,68
5008,435.302564ms,68
5008,7.117859343s,115
5008,9.029634042s,113
5008,10.457071655s,115
5008,435.409676ms,68
5008,9.029674448s,113
5008,534.684623ms,68
5008,8.865125183s,115
5008,9.029703577s,113
5008,10.45707973s,115
5008,126.990967ms,68
5008,320.488772ms,68
5008,435.295086ms,68
5008,534.732411ms,68
5008,10.457089981s,115
5008,534.712668ms,68
5008,534.782568ms,68
5008,8.865142835s,115
5008,9.689674744s,115
5008,320.602772ms,68
5008,332.317763ms,68
5008,332.336172ms,68
5008,16.790110523s,115
5008,332.275249ms,68
5008,534.768198ms,68
5008,8.865107758s,115
5008,320.763988ms,68
5008,9.029693095s,113
5008,9.689606941s,115
5008,16.790119791s,115
5008,16.79017511s,115
5008,320.751546ms,68
5008,435.432808ms,68
5008,435.438658ms,68
5008,4.756316707s,113
5008,8.865134119s,115
5008,9.689583246s,115
5008,332.325065ms,68
5008,8.865151225s,115
5008,16.790166164s,115
5008,534.749247ms,68
5008,4.75627392s,113
5008,7.117868443s,115
5008,7.117904313s,115
5008,10.457138812s,115
5008,126.809011ms,68
5008,320.74543ms,68
5008,534.72206ms,68
5008,9.029644769s,113
5008,9.029665411s,113
5008,7.11792182s,115
5008,9.689663677s,115
5008,435.41522ms,68
5008,8.865116771s,115
5008,16.790096644s,115
5008,7.117894718s,115
