Port Number,Time Since Start,Bandwidth
5010,6.902658274s,115
5010,10.241903587s,115
5010,16.574939625s,115
5010,106.0629ms,68
5010,219.303914ms,68
5010,320.261145ms,68
5010,320.249843ms,68
5010,6.902574275s,115
5010,6.902614303s,115
5010,6.902667943s,115
5010,8.649534331s,115
5010,106.046824ms,68
5010,117.809308ms,68
5010,219.208331ms,68
5010,8.814944346s,113
5010,9.474902002s,115
5010,8.649558025s,115
5010,8.814963627s,113
5010,6.902648423s,115
5010,8.649496638s,115
5010,8.649592549s,115
5010,8.814920625s,113
5010,10.24187825s,115
5010,105.133775ms,68
5010,105.231573ms,68
5010,117.778724ms,68
5010,9.474909776s,115
5010,10.241894814s,115
5010,16.574890961s,115
5010,16.574931782s,115
5010,219.331124ms,68
5010,320.29528ms,68
5010,8.649581361s,115
5010,4.541056342s,113
5010,8.81493597s,113
5010,320.310225ms,68
5010,4.541047007s,113
5010,16.57494837s,115
5010,106.054211ms,68
5010,117.800535ms,68
5010,219.313606ms,68
5010,8.649568645s,115
5010,9.474919254s,115
5010,219.216994ms,68
5010,219.234136ms,68
5010,6.902638462s,115
5010,117.81871ms,68
5010,320.269834ms,68
5010,4.541066753s,113
5010,219.201863ms,68
5010,10.24186005s,115
5010,16.574904962s,115
5010,16.574923744s,115
5010,105.050155ms,68
5010,105.225367ms,68
5010,219.188955ms,68
5010,219.320022ms,68
5010,219.325555ms,68
5010,9.474884216s,115
5010,10.241886172s,115
5010,117.791228ms,68
5010,8.814972287s,113
5010,9.474893229s,115
5010,8.814954192s,113
5010,16.5749142s,115
5010,106.035225ms,68
5010,219.345628ms,68
5010,4.541025887s,113
5010,6.902627587s,115
5010,8.64952465s,115
5010,9.474875906s,115
5010,10.241845886s,115
5010,10.241869483s,115
5010,320.287541ms,68
5010,320.30309ms,68
5010,4.541075235s,113
5010,8.814980114s,113
5010,9.474863253s,115
5010,219.22583ms,68
5010,320.279397ms,68
5010,4.541035912s,113
5010,4.541008885s,113
5010,105.146263ms,68
5010,105.214857ms,68
5010,219.336845ms,68
