Port Number,Time Since Start,Bandwidth
5009,426.451433ms,68
5009,8.921034372s,113
5009,324.957393ms,68
5009,326.589145ms,68
5009,4.646751859s,113
5009,4.646772936s,113
5009,10.347564795s,115
5009,10.347574557s,115
5009,120.836249ms,68
5009,324.985324ms,68
5009,324.849464ms,68
5009,326.582206ms,68
5009,326.601464ms,68
5009,323.891032ms,68
5009,323.912181ms,68
5009,4.646698852s,113
5009,4.646741594s,113
5009,4.64678263s,113
5009,7.008908195s,115
5009,8.755758217s,115
5009,8.755807282s,115
5009,324.832744ms,68
5009,326.57027ms,68
5009,8.755817621s,115
5009,7.008948461s,115
5009,8.755798577s,115
5009,120.84802ms,68
5009,324.974209ms,68
5009,8.921076925s,113
5009,9.581011841s,115
5009,324.858781ms,68
5009,326.595588ms,68
5009,10.347490635s,115
5009,16.680770751s,115
5009,120.927921ms,68
5009,120.945169ms,68
5009,426.479466ms,68
5009,8.921084697s,113
5009,10.347533708s,115
5009,10.347553577s,115
5009,323.878237ms,68
5009,426.471839ms,68
5009,9.581020609s,115
5009,9.581030051s,115
5009,10.347543073s,115
5009,16.680808577s,115
5009,324.841055ms,68
5009,7.008939131s,115
5009,8.921093216s,113
5009,9.581037815s,115
5009,324.990804ms,68
5009,326.616978ms,68
5009,8.921048862s,113
5009,426.464298ms,68
5009,8.755749654s,115
5009,8.921059621s,113
5009,8.921067676s,113
5009,9.581003819s,115
5009,16.680788438s,115
5009,426.494683ms,68
5009,8.755787622s,115
5009,326.607644ms,68
5009,4.646763813s,113
5009,7.008921779s,115
5009,7.008965803s,115
5009,8.755732527s,115
5009,9.580982228s,115
5009,120.938903ms,68
5009,324.006982ms,68
5009,16.680818729s,115
5009,324.968217ms,68
5009,324.979881ms,68
5009,426.501012ms,68
5009,7.008930121s,115
5009,9.580994885s,115
5009,10.34752222s,115
5009,120.756915ms,68
5009,323.899556ms,68
5009,16.680780054s,115
5009,426.487671ms,68
5009,7.008957424s,115
5009,16.680750809s,115
5009,16.680797945s,115
5009,426.510866ms,68
5009,4.646730438s,113
