Port Number,Time Since Start,Bandwidth
5003,8.519606151s,80
5003,10.729568422s,80
5003,497.60094ms,68
5003,2.269589238s,80
5003,6.638545064s,80
5003,8.519594559s,80
5003,6.638589826s,80
5003,10.729579416s,80
5003,12.012955374s,81
5003,394.964534ms,80
5003,394.978419ms,80
5003,497.558819ms,68
5003,2.269642991s,80
5003,6.638578513s,80
5003,8.519551169s,80
5003,10.729528001s,80
5003,12.012986003s,81
5003,291.736751ms,68
5003,394.723371ms,68
5003,394.759301ms,68
5003,2.269632329s,80
5003,497.609426ms,68
5003,12.012975747s,81
