Port Number,Time Since Start,Bandwidth
5008,104.910783ms,68
5008,1.032440046s,116
5008,8.084827213s,80
5008,8.084886578s,115
5008,13.4716299s,80
5008,13.471643166s,80
5008,105.032246ms,68
5008,1.031641176s,81
5008,13.471678875s,115
5008,105.015102ms,68
5008,105.026061ms,68
5008,1.031626752s,81
5008,8.084801779s,80
5008,8.084851232s,80
5008,8.084876921s,115
5008,13.471686617s,115
5008,104.791279ms,68
5008,104.92373ms,68
5008,1.031587304s,81
5008,1.032419128s,116
5008,1.032431451s,116
5008,8.08489418s,115
5008,13.471598763s,80
5008,13.471668762s,115
