Port Number,Time Since Start,Bandwidth
5003,344.784199ms,68
5003,344.818369ms,68
5003,1.218732695s,115
5003,13.812671433s,79
5003,18.912650058s,79
5003,423.827958ms,68
5003,1.218646205s,80
5003,1.218678635s,80
5003,1.218724208s,115
5003,13.812734979s,114
5003,18.912636288s,79
5003,18.91267623s,114
5003,18.912686239s,114
5003,241.695814ms,68
5003,423.819222ms,68
5003,1.2186916s,80
5003,13.812690378s,79
5003,13.812717217s,114
5003,13.812727002s,114
5003,423.773459ms,68
5003,1.218740134s,115
5003,13.812629197s,79
5003,18.912598617s,79
5003,18.91269372s,114
