Port Number,Time Since Start,Bandwidth
5004,4.518679462s,68
5004,4.518957981s,68
5004,4.519110565s,68
5004,4.519187141s,68
5004,4.530177488s,68
5004,4.530298642s,68
5004,4.518343751s,68
5004,4.518504061s,68
5004,4.518696484s,68
5004,4.519132203s,68
5004,4.519154225s,68
5004,4.518371714s,68
5004,4.518702179s,68
5004,4.518790736s,68
5004,4.519166073s,68
5004,4.530217768s,68
5004,4.530252587s,68
5004,4.530308807s,68
5004,4.530266473s,68
5004,4.514171117s,68
5004,4.518391074s,68
5004,4.518628063s,68
5004,4.518796557s,68
5004,4.518996994s,68
5004,4.519137869s,68
5004,4.530222633s,68
5004,4.530286933s,68
5004,4.518818113s,68
5004,4.51882406s,68
5004,4.518933414s,68
5004,4.51896544s,68
5004,4.530273693s,68
5004,4.51838011s,68
5004,4.519181057s,68
5004,4.530197066s,68
5004,4.530210629s,68
5004,4.518650459s,68
5004,4.530247936s,68
5004,4.53030429s,68
5004,4.518398853s,68
5004,4.518491978s,68
5004,4.518659042s,68
5004,4.518989676s,68
5004,4.530280643s,68
5004,4.514086806s,68
5004,4.518774499s,68
5004,4.518952363s,68
5004,4.51914976s,68
5004,4.519160216s,68
5004,4.519171795s,68
5004,4.519143901s,68
5004,4.514155744s,68
5004,4.518356758s,68
5004,4.518498053s,68
5004,4.51880216s,68
5004,4.518807733s,68
5004,4.519120137s,68
5004,4.519126593s,68
5004,4.519175866s,68
5004,4.530204005s,68
5004,4.530294069s,68
5004,4.51838632s,68
5004,4.518813457s,68
5004,4.518940461s,68
5004,4.530261988s,68
5004,4.518924532s,68
5004,4.530241851s,68
5004,4.518363651s,68
5004,4.518476216s,68
5004,4.518522997s,68
5004,4.518829605s,68
5004,4.518980736s,68
5004,4.514000893s,68
5004,4.514165212s,68
5004,4.518516054s,68
5004,4.5186374s,68
5004,4.518644596s,68
5004,4.518690415s,68
5004,4.518782813s,68
5004,4.51848471s,68
5004,4.518509856s,68
5004,4.518529025s,68
5004,4.518946323s,68
5004,4.519004033s,68
5004,4.519010403s,68
5004,4.530257267s,68
5004,4.514076699s,68
5004,4.518684499s,68
5004,4.518835287s,68
5004,4.518973912s,68
5004,4.530191656s,68
