Port Number,Time Since Start,Bandwidth
5008,4.217992119s,68
5008,4.231261027s,68
5008,4.23153626s,68
5008,4.231639461s,68
5008,4.231338623s,68
5008,4.230838443s,68
5008,4.231057151s,68
5008,4.231093649s,68
5008,4.217970883s,68
5008,4.231310726s,68
5008,4.231334169s,68
5008,4.231646563s,68
5008,4.217562932s,68
5008,4.231145324s,68
5008,4.217733974s,68
5008,4.230898982s,68
5008,4.231323454s,68
5008,4.230859033s,68
5008,4.230919513s,68
5008,4.231502313s,68
5008,4.231507624s,68
5008,4.23165267s,68
5008,4.21755201s,68
5008,4.217605204s,68
5008,4.217879969s,68
5008,4.231244484s,68
5008,4.231442708s,68
5008,4.231688909s,68
5008,4.230849552s,68
5008,4.231113089s,68
5008,4.231281085s,68
5008,4.231344783s,68
5008,4.231477445s,68
5008,4.231098649s,68
5008,4.231139848s,68
5008,4.231297354s,68
5008,4.231426703s,68
5008,4.23147182s,68
5008,4.231737488s,68
5008,4.231514622s,68
5008,4.231723297s,68
5008,4.217853954s,68
5008,4.217865676s,68
5008,4.217953804s,68
5008,4.230941288s,68
5008,4.231317295s,68
5008,4.231350731s,68
5008,4.23107601s,68
5008,4.231087929s,68
5008,4.231292806s,68
5008,4.231454214s,68
5008,4.231750943s,68
5008,4.231744796s,68
5008,4.217482049s,68
5008,4.217874254s,68
5008,4.231255275s,68
5008,4.231287099s,68
5008,4.231532096s,68
5008,4.231548891s,68
5008,4.217468643s,68
5008,4.23152634s,68
5008,4.231710301s,68
5008,4.217981095s,68
5008,4.23144764s,68
5008,4.231730501s,68
5008,4.231119174s,68
5008,4.231466123s,68
5008,4.231683306s,68
5008,4.231069749s,68
5008,4.231437744s,68
5008,4.231677574s,68
5008,4.231082186s,68
5008,4.21785995s,68
5008,4.230874463s,68
5008,4.230925231s,68
5008,4.231755652s,68
5008,4.231542633s,68
5008,4.217752487s,68
5008,4.217758769s,68
5008,4.23086554s,68
5008,4.231151093s,68
5008,4.231460185s,68
5008,4.230931632s,68
5008,4.231520486s,68
5008,4.231631007s,68
5008,4.231716368s,68
5008,4.217986336s,68
5008,4.230947494s,68
5008,4.231124953s,68
5008,4.231273659s,68
5008,4.231657527s,68
5008,4.230936266s,68
5008,4.231106226s,68
5008,4.231483253s,68
5008,4.231700886s,68
5008,4.230887965s,68
5008,4.231130746s,68
5008,4.217772413s,68
5008,4.217842332s,68
5008,4.230892703s,68
5008,4.230913169s,68
5008,4.231048958s,68
5008,4.231662209s,68
5008,4.231268259s,68
5008,4.23130427s,68
5008,4.217976659s,68
5008,4.230882568s,68
5008,4.231329494s,68
5008,4.231694944s,68
5008,4.217764387s,68
5008,4.217964253s,68
5008,4.231062001s,68
5008,4.231671034s,68
