Port Number,Time Since Start,Bandwidth
5008,19.765459ms,70
5008,15.553829674s,80
5008,5.130361ms,70
5008,5.332969ms,70
5008,5.481489ms,70
5008,1.833109973s,80
5008,1.833112886s,80
5008,15.553825247s,80
5008,15.553830655s,80
5008,5.345777ms,70
5008,5.525377ms,70
5008,19.538978ms,70
5008,1.833113839s,80
5008,19.757978ms,70
5008,19.779551ms,70
5008,1.833111713s,80
5008,19.563531ms,70
5008,19.730209ms,70
5008,19.743205ms,70
5008,15.553828018s,80
5008,5.534294ms,70
5008,19.526039ms,70
5008,19.546829ms,70
