Port Number,Time Since Start,Bandwidth
5002,13.300204518s,68
5002,13.300258606s,68
5002,13.299462272s,68
5002,13.299772183s,68
5002,13.300017056s,68
5002,13.300039916s,68
5002,13.300193167s,68
5002,13.29965742s,68
5002,13.299908846s,68
5002,13.300081639s,68
5002,13.300234808s,68
5002,13.311064723s,68
5002,13.30002196s,68
5002,13.300075394s,68
5002,13.311112224s,68
5002,13.299456478s,68
5002,13.299914605s,68
5002,13.300240732s,68
5002,13.30025328s,68
5002,13.311117343s,68
5002,13.299444056s,68
5002,13.299613631s,68
5002,13.299649359s,68
5002,13.299871197s,68
5002,13.311096939s,68
5002,13.311077557s,68
5002,13.311101657s,68
5002,13.311134206s,68
5002,13.311122599s,68
5002,13.294434179s,68
5002,13.294508154s,68
5002,13.300034458s,68
5002,13.311029852s,68
5002,13.311070846s,68
5002,13.311058954s,68
5002,13.299736998s,68
5002,13.299778765s,68
5002,13.299784312s,68
5002,13.299919896s,68
5002,13.300275205s,68
5002,13.311129783s,68
5002,13.299489554s,68
5002,13.299746424s,68
5002,13.300199201s,68
5002,13.300246293s,68
5002,13.311046976s,68
5002,13.299898477s,68
5002,13.311041642s,68
5002,13.299626058s,68
5002,13.299644416s,68
5002,13.299861371s,68
5002,13.299887518s,68
5002,13.299893053s,68
5002,13.300048158s,68
5002,13.311140454s,68
5002,13.299632216s,68
5002,13.299751915s,68
5002,13.299876931s,68
5002,13.300006623s,68
5002,13.300028554s,68
5002,13.311146333s,68
5002,13.294518491s,68
5002,13.294608926s,68
5002,13.294615513s,68
5002,13.299795434s,68
5002,13.311035547s,68
5002,13.311108075s,68
5002,13.299475865s,68
5002,13.299668992s,68
5002,13.299902957s,68
5002,13.300054067s,68
5002,13.300059376s,68
5002,13.29948308s,68
5002,13.299663319s,68
5002,13.299757918s,68
5002,13.300215036s,68
5002,13.300263864s,68
5002,13.300269357s,68
5002,13.294598573s,68
5002,13.299469294s,68
5002,13.299638739s,68
5002,13.299882333s,68
5002,13.300069506s,68
5002,13.31101826s,68
5002,13.311054538s,68
5002,13.299495542s,68
5002,13.299765433s,68
5002,13.299789863s,68
5002,13.300182023s,68
5002,13.300210292s,68
