Port Number,Time Since Start,Bandwidth
5009,12.907844248s,68
5009,12.898336676s,68
5009,12.898614419s,68
5009,12.898618253s,68
5009,12.907646077s,68
5009,12.907651866s,68
5009,12.907683402s,68
5009,12.907817142s,68
5009,12.908015352s,68
5009,12.907981272s,68
5009,12.894265649s,68
5009,12.898351512s,68
5009,12.898474915s,68
5009,12.907635367s,68
5009,12.907656588s,68
5009,12.907691898s,68
5009,12.907848708s,68
5009,12.907993531s,68
5009,12.908058989s,68
5009,12.907854828s,68
5009,12.907630519s,68
5009,12.898481311s,68
5009,12.89849647s,68
5009,12.898502545s,68
5009,12.907599983s,68
5009,12.907698607s,68
5009,12.908005544s,68
5009,12.898623549s,68
5009,12.8987245s,68
5009,12.907781409s,68
5009,12.907799124s,68
5009,12.907999568s,68
5009,12.908076221s,68
5009,12.908070694s,68
5009,12.898345507s,68
5009,12.898491911s,68
5009,12.907613222s,68
5009,12.907676703s,68
5009,12.907810845s,68
5009,12.907828793s,68
5009,12.908041923s,68
5009,12.898629435s,68
5009,12.898746719s,68
5009,12.898761956s,68
5009,12.907868s,68
5009,12.898508511s,68
5009,12.898735964s,68
5009,12.89875106s,68
5009,12.908047681s,68
5009,12.908052408s,68
5009,12.894425632s,68
5009,12.898328752s,68
5009,12.90806479s,68
5009,12.894349777s,68
5009,12.894431454s,68
5009,12.898711687s,68
5009,12.898742207s,68
5009,12.907639732s,68
5009,12.907822985s,68
5009,12.90783306s,68
5009,12.898318943s,68
5009,12.907623583s,68
5009,12.907806101s,68
5009,12.908036045s,68
5009,12.898588514s,68
5009,12.90779386s,68
5009,12.907859052s,68
5009,12.907770927s,68
5009,12.894416028s,68
5009,12.898464055s,68
5009,12.898598124s,68
5009,12.898608531s,68
5009,12.898730692s,68
5009,12.907663697s,68
5009,12.907669791s,68
5009,12.907873861s,68
5009,12.908025426s,68
5009,12.908030298s,68
5009,12.894339032s,68
5009,12.898756629s,68
5009,12.907618363s,68
5009,12.89860283s,68
5009,12.907838224s,68
5009,12.908010566s,68
5009,12.90802141s,68
5009,12.90808203s,68
