Port Number,Time Since Start,Bandwidth
5002,5.783355ms,70
5002,71.704469ms,70
5002,489.441858ms,80
5002,36.689108ms,70
5002,36.695656ms,70
5002,138.541714ms,70
5002,489.483681ms,116
5002,7.156402359s,80
5002,7.156424352s,116
5002,7.156406222s,80
5002,7.156437221s,116
5002,13.781898ms,70
5002,17.830381ms,70
5002,489.481693ms,116
5002,6.186407404s,79
5002,6.186426754s,115
5002,6.186429003s,115
5002,6.19252ms,70
5002,17.841823ms,70
5002,138.534341ms,70
5002,6.186429657s,115
5002,7.156407088s,80
5002,6.186425913s,115
5002,7.156422122s,116
5002,13.806777ms,70
5002,36.704825ms,70
5002,125.452631ms,70
5002,125.487184ms,70
5002,130.887493ms,70
5002,6.186412827s,79
5002,7.156426302s,116
5002,71.690125ms,70
5002,130.920066ms,70
5002,489.441016ms,80
5002,6.186425038s,115
5002,7.156405007s,80
5002,7.156425165s,116
5002,6.186408993s,79
5002,17.848971ms,70
5002,125.494493ms,70
5002,130.842146ms,70
5002,130.857178ms,70
5002,138.491862ms,70
5002,489.443588ms,80
5002,36.671421ms,70
5002,125.472872ms,70
5002,130.872356ms,70
5002,489.484295ms,116
5002,6.186410719s,79
5002,130.865027ms,70
5002,138.556008ms,70
5002,489.438456ms,80
5002,489.439277ms,80
5002,6.186428358s,115
5002,71.698047ms,70
5002,138.518059ms,70
5002,489.442701ms,80
5002,489.462727ms,116
5002,6.186409827s,79
5002,6.186427629s,115
5002,489.436442ms,80
5002,489.482262ms,116
5002,6.204799ms,70
5002,13.795844ms,70
5002,71.678742ms,70
5002,138.525869ms,70
5002,138.562156ms,70
5002,489.43367ms,80
5002,6.18641137s,79
5002,6.186413702s,79
5002,7.156410394s,80
5002,7.156438122s,116
5002,71.712349ms,70
5002,138.549503ms,70
5002,6.186404991s,79
5002,130.909762ms,70
5002,489.480203ms,116
5002,6.186430679s,115
5002,7.156409457s,80
5002,7.156411559s,80
5002,17.881197ms,70
5002,36.682257ms,70
5002,125.464249ms,70
5002,7.156434813s,116
5002,71.720768ms,70
5002,125.509863ms,70
5002,138.510418ms,70
5002,489.482996ms,116
5002,7.156423589s,116
5002,125.479665ms,70
5002,130.879651ms,70
5002,489.464506ms,116
5002,7.156408527s,80
