Port Number,Time Since Start,Bandwidth
5004,229.955824ms,80
5004,11.29904221s,80
5004,229.950992ms,80
5004,11.299038766s,80
5004,11.443171ms,70
5004,47.498733ms,70
5004,102.199256ms,70
5004,102.212018ms,70
5004,102.228261ms,70
5004,114.913917ms,70
5004,102.173838ms,70
5004,109.138146ms,70
5004,11.299078666s,116
5004,11.303991ms,70
5004,15.644135ms,70
5004,47.470508ms,70
5004,102.185358ms,70
5004,109.109129ms,70
5004,229.957176ms,80
5004,11.299079576s,116
5004,101.681858ms,70
5004,102.1918ms,70
5004,109.145693ms,70
5004,114.899253ms,70
5004,114.906818ms,70
5004,114.955615ms,70
5004,47.491356ms,70
5004,102.205499ms,70
5004,229.953002ms,80
5004,230.016858ms,116
5004,11.452637ms,70
5004,47.509412ms,70
5004,230.018677ms,116
5004,114.94818ms,70
5004,229.950018ms,80
5004,11.299055115s,116
5004,11.299056639s,116
5004,109.100779ms,70
5004,114.888818ms,70
5004,229.946617ms,80
5004,229.952096ms,80
5004,230.020596ms,116
5004,11.299055879s,116
5004,11.071378ms,70
5004,101.671244ms,70
5004,101.690961ms,70
5004,101.706032ms,70
5004,114.929108ms,70
5004,11.299054346s,116
5004,109.116914ms,70
5004,230.019379ms,116
5004,11.299031976s,80
5004,11.29903603s,80
5004,15.636818ms,70
5004,11.29904073s,80
5004,11.314366ms,70
5004,15.659153ms,70
5004,101.658736ms,70
5004,101.698765ms,70
5004,11.299034891s,80
5004,230.014922ms,116
5004,230.016075ms,116
5004,15.623197ms,70
5004,47.483825ms,70
5004,109.086807ms,70
5004,109.124213ms,70
5004,114.922128ms,70
5004,114.940835ms,70
5004,11.299037087s,80
5004,11.299052701s,116
5004,229.954848ms,80
5004,230.017706ms,116
5004,11.29903969s,80
5004,11.458924ms,70
5004,109.130744ms,70
5004,230.021191ms,116
5004,11.299053606s,116
