Port Number,Time Since Start,Bandwidth
5000,21.879645ms,70
5000,51.676814ms,70
5000,140.493242ms,70
5000,9.203382958s,80
5000,147.24331ms,70
5000,147.316563ms,70
5000,17.440725ms,70
5000,32.861832ms,70
5000,32.924523ms,70
5000,51.654402ms,70
5000,86.843148ms,70
5000,140.461652ms,70
5000,154.35527ms,70
5000,140.539191ms,70
5000,147.287355ms,70
5000,147.323947ms,70
5000,154.295376ms,70
5000,154.377619ms,70
5000,51.62438ms,70
5000,86.866229ms,70
5000,140.467707ms,70
5000,140.499634ms,70
5000,154.288658ms,70
5000,154.347907ms,70
5000,9.203352833s,80
5000,32.910556ms,70
5000,51.63893ms,70
5000,86.822555ms,70
5000,147.300332ms,70
5000,147.330368ms,70
5000,147.351469ms,70
5000,9.203355503s,80
5000,9.203394213s,80
5000,9.203381964s,80
5000,9.203391644s,80
5000,86.783206ms,70
5000,86.79964ms,70
5000,140.440095ms,70
5000,147.336617ms,70
5000,154.333276ms,70
5000,9.203354273s,80
5000,9.203388535s,80
5000,21.766654ms,70
5000,32.849281ms,70
5000,51.669405ms,70
5000,140.431756ms,70
5000,9.203384091s,80
5000,9.203385144s,80
5000,21.746871ms,70
5000,32.904421ms,70
5000,140.474755ms,70
5000,147.262093ms,70
5000,147.343343ms,70
5000,154.273975ms,70
5000,17.386825ms,70
5000,17.427018ms,70
5000,154.386023ms,70
5000,9.203350089s,80
5000,140.557248ms,70
5000,154.309482ms,70
5000,21.719485ms,70
5000,32.917591ms,70
5000,51.647631ms,70
5000,51.707923ms,70
5000,140.404782ms,70
5000,140.447068ms,70
5000,154.370033ms,70
5000,9.203386056s,80
5000,9.203387411s,80
5000,32.835613ms,70
5000,51.700148ms,70
5000,147.274032ms,70
5000,154.320645ms,70
5000,21.890149ms,70
5000,86.774785ms,70
5000,86.807982ms,70
5000,140.485633ms,70
5000,147.309779ms,70
5000,154.362569ms,70
5000,9.203393192s,80
5000,154.255903ms,70
5000,154.266777ms,70
5000,51.662221ms,70
5000,51.683841ms,70
5000,86.751441ms,70
5000,86.858222ms,70
5000,140.50643ms,70
5000,147.28092ms,70
5000,154.281073ms,70
5000,9.203395163s,80
5000,147.254316ms,70
5000,147.293898ms,70
5000,15.67219ms,70
5000,32.896573ms,70
5000,86.791675ms,70
5000,86.81552ms,70
5000,86.83679ms,70
5000,140.454384ms,70
5000,154.302346ms,70
5000,15.647256ms,70
5000,21.855609ms,70
5000,154.340379ms,70
5000,9.203389806s,80
5000,9.203390728s,80
