Port Number,Time Since Start,Bandwidth
5006,15.992516ms,70
5006,19.609722ms,70
5006,70.878393ms,70
5006,75.918984ms,70
5006,77.062994ms,70
5006,82.948872ms,70
5006,2.649141071s,117
5006,15.330222ms,70
5006,77.036215ms,70
5006,82.93793ms,70
5006,82.988918ms,70
5006,2.649069997s,81
5006,4.594528575s,80
5006,4.594553922s,116
5006,70.884419ms,70
5006,75.938335ms,70
5006,82.971171ms,70
5006,2.649092995s,81
5006,4.594535974s,80
5006,4.594548161s,116
5006,19.593747ms,70
5006,75.893129ms,70
5006,77.042962ms,70
5006,4.594531387s,80
5006,4.594553177s,116
5006,70.872399ms,70
5006,2.649087254s,81
5006,2.649145422s,117
5006,70.856047ms,70
5006,70.865653ms,70
5006,70.890294ms,70
5006,77.069802ms,70
5006,82.982316ms,70
5006,2.649144235s,117
5006,75.899755ms,70
5006,77.010614ms,70
5006,77.02109ms,70
5006,2.649091822s,81
5006,2.649147758s,117
5006,4.594549508s,116
5006,4.59453705s,80
5006,4.594538004s,80
5006,4.59455034s,116
5006,4.594554588s,116
5006,82.956416ms,70
5006,2.649095539s,81
5006,19.574785ms,70
5006,2.649142438s,117
5006,4.594533582s,80
5006,2.649138775s,117
5006,4.594532428s,80
5006,4.594535089s,80
5006,15.541469ms,70
5006,15.978078ms,70
5006,16.000535ms,70
5006,69.955445ms,70
5006,76.979339ms,70
5006,77.029747ms,70
5006,15.528229ms,70
5006,75.883339ms,70
5006,82.99536ms,70
5006,2.64908864s,81
5006,2.649147098s,117
5006,4.594552372s,116
5006,19.58666ms,70
5006,75.906692ms,70
5006,82.963517ms,70
5006,83.002143ms,70
5006,69.923218ms,70
5006,69.931662ms,70
5006,69.947311ms,70
5006,69.969406ms,70
5006,75.925402ms,70
5006,2.649089966s,81
5006,2.649094665s,81
5006,2.649146366s,117
5006,4.594551154s,116
