Port Number,Time Since Start,Bandwidth
5003,56.551666ms,70
5003,56.558875ms,70
5003,429.494638ms,116
5003,56.544784ms,70
5003,6.842945ms,70
5003,30.57291ms,70
5003,429.472389ms,80
5003,429.493138ms,116
5003,429.496555ms,116
5003,5.989111ms,70
5003,7.598846ms,70
5003,429.470223ms,80
5003,429.473516ms,80
5003,6.877157ms,70
5003,6.231456ms,70
5003,30.498704ms,70
5003,30.555668ms,70
5003,30.582369ms,70
5003,6.203201ms,70
5003,56.537209ms,70
5003,56.566205ms,70
5003,429.474741ms,80
5003,6.885594ms,70
5003,429.486683ms,116
5003,429.475717ms,80
5003,429.495774ms,116
5003,7.576958ms,70
5003,7.588099ms,70
5003,30.566348ms,70
5003,56.510751ms,70
5003,7.557421ms,70
