Port Number,Transaction ID,Latency
5003,d699ddd09a703b8506066c33a7aab720,0.000883
5003,d699ddd09a703b8506066c33a7aab720,0.056690
5003,d699ddd09a703b8506066c33a7aab720,0.056889
5003,d699ddd09a703b8506066c33a7aab720,0.057077
5003,d699ddd09a703b8506066c33a7aab720,0.057223
5003,d699ddd09a703b8506066c33a7aab720,0.057385
5003,d699ddd09a703b8506066c33a7aab720,0.057547
5003,d699ddd09a703b8506066c33a7aab720,0.057675
5003,d699ddd09a703b8506066c33a7aab720,0.057832
5003,d699ddd09a703b8506066c33a7aab720,0.058039
5003,d699ddd09a703b8506066c33a7aab720,0.058207
5003,d699ddd09a703b8506066c33a7aab720,0.058371
5003,d699ddd09a703b8506066c33a7aab720,0.058543
5003,d699ddd09a703b8506066c33a7aab720,0.058677
5003,d699ddd09a703b8506066c33a7aab720,0.058798
5003,d699ddd09a703b8506066c33a7aab720,0.058919
5003,d699ddd09a703b8506066c33a7aab720,0.059053
5003,d699ddd09a703b8506066c33a7aab720,0.059179
5003,d699ddd09a703b8506066c33a7aab720,0.059343
5003,d699ddd09a703b8506066c33a7aab720,0.059524
5003,d699ddd09a703b8506066c33a7aab720,0.059678
5003,d699ddd09a703b8506066c33a7aab720,0.059905
5003,d699ddd09a703b8506066c33a7aab720,0.060062
5003,d699ddd09a703b8506066c33a7aab720,0.060185
5003,d699ddd09a703b8506066c33a7aab720,0.060340
5003,d699ddd09a703b8506066c33a7aab720,0.060483
5003,d699ddd09a703b8506066c33a7aab720,0.060613
5003,d699ddd09a703b8506066c33a7aab720,0.060756
5003,d699ddd09a703b8506066c33a7aab720,0.060944
5003,d699ddd09a703b8506066c33a7aab720,0.061111
5003,d699ddd09a703b8506066c33a7aab720,0.061263
5003,d699ddd09a703b8506066c33a7aab720,0.061398
5003,d699ddd09a703b8506066c33a7aab720,0.061551
5003,d699ddd09a703b8506066c33a7aab720,0.061683
5003,d699ddd09a703b8506066c33a7aab720,0.061836
5003,d699ddd09a703b8506066c33a7aab720,0.061964
5003,d699ddd09a703b8506066c33a7aab720,0.062088
5003,d699ddd09a703b8506066c33a7aab720,0.062282
5003,d699ddd09a703b8506066c33a7aab720,0.062454
5003,d699ddd09a703b8506066c33a7aab720,0.062634
5003,d699ddd09a703b8506066c33a7aab720,0.062788
5003,d699ddd09a703b8506066c33a7aab720,0.062926
5003,d699ddd09a703b8506066c33a7aab720,0.063049
5003,d699ddd09a703b8506066c33a7aab720,0.063176
5003,d699ddd09a703b8506066c33a7aab720,0.063377
5003,d699ddd09a703b8506066c33a7aab720,0.063559
5003,d699ddd09a703b8506066c33a7aab720,0.063774
5003,d699ddd09a703b8506066c33a7aab720,0.063946
5003,d699ddd09a703b8506066c33a7aab720,0.064121
5003,d699ddd09a703b8506066c33a7aab720,0.064249
5003,d699ddd09a703b8506066c33a7aab720,0.064373
5003,d699ddd09a703b8506066c33a7aab720,0.064536
5003,d699ddd09a703b8506066c33a7aab720,0.064684
5003,d699ddd09a703b8506066c33a7aab720,0.064829
5003,d699ddd09a703b8506066c33a7aab720,0.064982
5003,d699ddd09a703b8506066c33a7aab720,0.065154
5003,d699ddd09a703b8506066c33a7aab720,0.065351
5003,d699ddd09a703b8506066c33a7aab720,0.065557
5003,d699ddd09a703b8506066c33a7aab720,0.065684
5003,d699ddd09a703b8506066c33a7aab720,0.065803
5003,d699ddd09a703b8506066c33a7aab720,0.065924
5003,d699ddd09a703b8506066c33a7aab720,0.066048
5003,d699ddd09a703b8506066c33a7aab720,0.066167
5003,d699ddd09a703b8506066c33a7aab720,0.066318
5003,d699ddd09a703b8506066c33a7aab720,0.066513
5003,d699ddd09a703b8506066c33a7aab720,0.066697
5003,d699ddd09a703b8506066c33a7aab720,0.066890
5003,d699ddd09a703b8506066c33a7aab720,0.067029
5003,d699ddd09a703b8506066c33a7aab720,0.067151
5003,d699ddd09a703b8506066c33a7aab720,0.067302
5003,d699ddd09a703b8506066c33a7aab720,0.067429
5003,d699ddd09a703b8506066c33a7aab720,0.166792
