Port Number,Time Since Start,Bandwidth
5008,12.854092371s,115
5008,12.854110721s,115
5008,12.8541146s,115
5008,12.85411586s,115
5008,3.325181723s,68
5008,3.324312692s,68
5008,3.324322552s,68
5008,3.324442605s,68
5008,3.324888495s,68
5008,3.324330913s,68
5008,3.324346725s,68
5008,3.324625682s,68
5008,3.324915348s,68
5008,4.294810624s,115
5008,4.294811683s,115
5008,4.294826851s,115
5008,3.319749001s,68
5008,3.324771897s,68
5008,3.325259609s,68
5008,3.319732944s,68
5008,3.324452795s,68
5008,3.324460133s,68
5008,3.325218663s,68
5008,3.324924341s,68
5008,3.324486336s,68
5008,4.294816154s,115
5008,4.294827441s,115
5008,12.854086002s,115
5008,3.324945633s,68
5008,4.294812665s,115
5008,3.325236922s,68
5008,3.325102104s,68
5008,4.294821588s,115
5008,12.854112832s,115
5008,3.324731677s,68
5008,3.324338972s,68
5008,3.325038482s,68
5008,3.325193706s,68
5008,3.32523069s,68
5008,4.294822712s,115
5008,3.319660723s,68
5008,3.324600468s,68
5008,3.324783116s,68
5008,3.325276641s,68
5008,3.325282728s,68
5008,4.294823987s,115
5008,12.854094072s,115
5008,3.324777382s,68
5008,3.324934416s,68
5008,3.325078758s,68
5008,4.294820025s,115
5008,3.324736478s,68
5008,3.324793586s,68
5008,4.294809549s,115
5008,3.324362622s,68
5008,3.324492101s,68
5008,3.325027187s,68
5008,4.294815216s,115
5008,4.294817763s,115
5008,3.324473265s,68
5008,3.324726887s,68
5008,3.324939936s,68
5008,3.325072448s,68
5008,3.325271624s,68
5008,4.294824934s,115
5008,4.294817008s,115
5008,12.854085221s,115
5008,3.324716499s,68
5008,3.324928597s,68
5008,3.325048269s,68
5008,3.325188867s,68
5008,3.325092368s,68
5008,3.324480564s,68
5008,3.324606416s,68
5008,3.324639922s,68
5008,12.854089572s,115
5008,12.854091737s,115
5008,12.854093221s,115
5008,12.854107021s,115
5008,12.854117232s,115
5008,3.319586384s,68
5008,3.324585438s,68
5008,3.3250589s,68
5008,3.325065804s,68
5008,4.294813636s,115
5008,3.324788857s,68
5008,3.325225089s,68
5008,12.854090762s,115
5008,3.324595884s,68
5008,3.324919659s,68
5008,3.325043795s,68
5008,4.294825989s,115
5008,3.319671046s,68
5008,3.324909596s,68
5008,3.325265796s,68
5008,12.854081874s,115
5008,12.85408432s,115
5008,12.854087074s,115
5008,12.854087922s,115
5008,3.324765339s,68
5008,12.854118558s,115
5008,3.319743277s,68
5008,3.324612839s,68
5008,3.324618836s,68
5008,3.324897821s,68
5008,3.324903421s,68
5008,3.324632075s,68
5008,3.325086423s,68
5008,3.325097864s,68
5008,3.325242778s,68
5008,4.29480701s,115
5008,4.294820771s,115
