Port Number,Time Since Start,Bandwidth
5006,23.491844869s,115
5006,23.491981388s,115
5006,3.500242647s,68
5006,3.500318254s,68
5006,3.500480086s,68
5006,3.500301055s,68
5006,3.500445162s,68
5006,3.50443417s,68
5006,3.500288115s,68
5006,3.500512017s,68
5006,3.500711766s,68
5006,3.500805476s,68
5006,3.500923658s,68
5006,3.504386847s,68
5006,3.489662667s,68
5006,3.500276703s,68
5006,3.500668779s,68
5006,3.490019115s,68
5006,3.50028168s,68
5006,23.491982791s,115
5006,3.504381887s,68
5006,3.504393736s,68
5006,23.491849068s,115
5006,23.491980423s,115
5006,3.500305574s,68
5006,3.500506037s,68
5006,3.504344895s,68
5006,23.491853167s,115
5006,3.490011311s,68
5006,3.50091791s,68
5006,3.504467707s,68
5006,3.500812594s,68
5006,3.500832962s,68
5006,3.504450432s,68
5006,3.489755207s,68
5006,3.500451246s,68
5006,3.500674663s,68
5006,3.504456948s,68
5006,23.49185193s,115
5006,3.500440196s,68
5006,3.500473282s,68
5006,3.500895842s,68
5006,3.504409046s,68
5006,3.490131696s,68
5006,3.500463826s,68
5006,3.500697095s,68
5006,23.491973713s,115
5006,3.48976115s,68
5006,3.490125768s,68
5006,3.500251876s,68
5006,3.500294468s,68
5006,3.500680794s,68
5006,23.491982091s,115
5006,23.491839409s,115
5006,23.491842725s,115
5006,3.500797462s,68
5006,23.491825065s,115
5006,23.49184736s,115
5006,3.500457687s,68
5006,3.5008848s,68
5006,3.504440887s,68
5006,3.504427786s,68
5006,23.491978956s,115
5006,3.500729182s,68
5006,3.500818446s,68
5006,3.500878984s,68
5006,3.489972434s,68
5006,3.50026872s,68
5006,23.49198346s,115
5006,3.504399075s,68
5006,23.491850404s,115
5006,3.489649924s,68
5006,3.489849202s,68
5006,3.500686534s,68
5006,3.500902116s,68
5006,3.504415511s,68
5006,23.49185467s,115
5006,3.500428761s,68
5006,3.500632859s,68
5006,3.50070594s,68
5006,3.489871245s,68
5006,3.500647208s,68
5006,3.500490382s,68
5006,3.500824182s,68
5006,23.491984466s,115
5006,3.490109636s,68
5006,3.500221138s,68
5006,3.500311846s,68
5006,3.489865744s,68
5006,3.500828616s,68
5006,3.500871962s,68
5006,3.500653569s,68
5006,3.504445835s,68
5006,3.489879371s,68
5006,3.490029444s,68
5006,3.500324464s,68
5006,3.490119584s,68
5006,3.50070145s,68
5006,3.500723623s,68
5006,3.490159631s,68
5006,3.500499622s,68
5006,3.500545341s,68
5006,3.500911926s,68
5006,3.490154941s,68
5006,3.500662164s,68
5006,3.500692615s,68
5006,3.500259048s,68
5006,3.500717935s,68
5006,3.504462898s,68
5006,23.491977606s,115
5006,3.489859882s,68
5006,3.489989936s,68
5006,3.49000526s,68
5006,3.489743335s,68
5006,3.504366395s,68
5006,3.504404041s,68
5006,3.504420261s,68
5006,3.5004861s,68
5006,3.500906662s,68
5006,3.504374773s,68
5006,3.490149144s,68
5006,3.500468402s,68
5006,3.500890656s,68
