Port Number,Time Since Start,Bandwidth
5003,3.672812433s,68
5003,3.672963384s,68
5003,3.677009903s,68
5003,3.672087324s,68
5003,3.672275845s,68
5003,3.672556339s,68
5003,3.672448713s,68
5003,3.672466348s,68
5003,3.672980607s,68
5003,3.663740014s,68
5003,3.663824118s,68
5003,3.67226503s,68
5003,3.672901432s,68
5003,3.677044305s,68
5003,3.677088286s,68
5003,3.672584687s,68
5003,3.672590626s,68
5003,3.672723067s,68
5003,3.677096141s,68
5003,3.672370893s,68
5003,3.672622764s,68
5003,3.676991713s,68
5003,3.672442388s,68
5003,3.67246s,68
5003,3.672711065s,68
5003,3.672718251s,68
5003,3.677003313s,68
5003,3.663839917s,68
5003,3.672133203s,68
5003,3.672383554s,68
5003,3.672735842s,68
5003,3.663750664s,68
5003,3.672122543s,68
5003,3.672609979s,68
5003,3.672615728s,68
5003,3.672753385s,68
5003,3.67279993s,68
5003,3.672986484s,68
5003,3.672155225s,68
5003,3.672281689s,68
5003,3.67257438s,68
5003,3.672540732s,68
5003,3.672992007s,68
5003,3.672107453s,68
5003,3.672148565s,68
5003,3.672454379s,68
5003,3.672763382s,68
5003,3.672923504s,68
5003,3.672246734s,68
5003,3.672287532s,68
5003,3.672578935s,68
5003,3.672561909s,68
5003,3.67292876s,68
5003,3.672939276s,68
5003,3.672957689s,68
5003,3.663834027s,68
5003,3.672269367s,68
5003,3.672293046s,68
5003,3.677066994s,68
5003,3.672235806s,68
5003,3.672747873s,68
5003,3.672943712s,68
5003,3.672395145s,68
5003,3.672437361s,68
5003,3.67272987s,68
5003,3.672912129s,68
5003,3.672974782s,68
5003,3.672101057s,68
5003,3.672115104s,68
5003,3.672259325s,68
5003,3.677054973s,68
5003,3.677014989s,68
5003,3.677031253s,68
5003,3.677037464s,68
5003,3.672400889s,68
5003,3.672550563s,68
5003,3.672696782s,68
5003,3.672759121s,68
5003,3.672968965s,68
5003,3.663658356s,68
5003,3.672127223s,68
5003,3.672389441s,68
5003,3.677020033s,68
5003,3.677061196s,68
5003,3.677078925s,68
5003,3.672139203s,68
5003,3.672568732s,68
5003,3.672629068s,68
5003,3.672918074s,68
5003,3.672934268s,68
5003,3.672997809s,68
5003,3.677024925s,68
5003,3.672253086s,68
5003,3.672299391s,68
5003,3.672471954s,68
5003,3.677050377s,68
5003,3.677102537s,68
5003,3.6770835s,68
5003,3.672742002s,68
5003,3.672806213s,68
5003,3.677073202s,68
