Port Number,Time Since Start,Bandwidth
5004,3.609858146s,68
5004,3.617462374s,68
5004,3.617795531s,68
5004,3.61796155s,68
5004,3.617984213s,68
5004,13.959203384s,80
5004,13.959237216s,80
5004,3.617989777s,68
5004,3.618269511s,68
5004,3.618177475s,68
5004,3.61828935s,68
5004,3.618298945s,68
5004,13.959235524s,80
5004,3.618167298s,68
5004,3.617773725s,68
5004,3.617918496s,68
5004,3.618150894s,68
5004,3.618521752s,68
5004,3.618526647s,68
5004,13.959205959s,80
5004,3.617584745s,68
5004,13.959199295s,80
5004,13.959207619s,80
5004,3.609868941s,68
5004,3.617468447s,68
5004,13.959239814s,80
5004,3.617807529s,68
5004,3.617993755s,68
5004,13.959208684s,80
5004,13.959210288s,80
5004,3.617753545s,68
5004,3.617978537s,68
5004,3.618127278s,68
5004,3.618283536s,68
5004,13.959201625s,80
5004,3.617426508s,68
5004,3.617484343s,68
5004,3.617762568s,68
5004,3.617655962s,68
5004,3.618134252s,68
5004,3.618485549s,68
5004,3.617475283s,68
5004,3.617743369s,68
5004,3.617929045s,68
5004,3.618183244s,68
5004,3.618304911s,68
5004,13.959238558s,80
5004,3.617448874s,68
5004,3.617632025s,68
5004,3.617789917s,68
5004,3.618025794s,68
5004,3.618143374s,68
5004,3.618489812s,68
5004,3.61745619s,68
5004,3.618195064s,68
5004,3.618537941s,68
5004,3.618559036s,68
5004,13.959231654s,80
5004,3.609949526s,68
5004,3.617579889s,68
5004,3.618321866s,68
5004,3.618338596s,68
5004,3.618549094s,68
5004,13.959206842s,80
5004,3.617784295s,68
5004,3.618332931s,68
5004,3.618501374s,68
5004,3.618512987s,68
5004,3.61851705s,68
5004,3.617568029s,68
5004,3.618122587s,68
5004,3.618173491s,68
5004,3.618279076s,68
5004,3.618495565s,68
5004,13.959242142s,80
5004,3.609773568s,68
5004,3.618160909s,68
5004,3.618189265s,68
5004,3.618377531s,68
5004,3.61829493s,68
5004,3.61832733s,68
5004,13.959202443s,80
5004,3.609933974s,68
5004,3.617644562s,68
5004,3.617935071s,68
5004,3.617955229s,68
5004,3.618155385s,68
5004,3.618475716s,68
5004,3.618543549s,68
5004,3.617769247s,68
5004,3.617778165s,68
5004,3.618316276s,68
5004,3.618532525s,68
5004,13.959233818s,80
5004,3.609943834s,68
5004,3.617442852s,68
5004,3.617574158s,68
5004,3.617967083s,68
5004,3.618343275s,68
5004,13.959204822s,80
5004,3.618554447s,68
5004,3.617637769s,68
5004,3.618507214s,68
5004,3.617972751s,68
5004,3.617557402s,68
5004,3.618310645s,68
5004,3.617437675s,68
5004,3.617801691s,68
5004,3.618030788s,68
5004,3.618112932s,68
5004,13.959209335s,80
5004,3.617650317s,68
5004,13.95924096s,80
