Port Number,Time Since Start,Bandwidth
5000,3.703605608s,68
5000,3.70400108s,68
5000,3.704088071s,68
5000,3.704234261s,68
5000,3.704272155s,68
5000,3.704327025s,68
5000,13.839217259s,115
5000,3.703296948s,68
5000,3.703508079s,68
5000,3.704150483s,68
5000,3.704240131s,68
5000,13.839214615s,115
5000,3.703965004s,68
5000,13.839222064s,115
5000,13.839226898s,115
5000,3.70331009s,68
5000,3.704082328s,68
5000,3.704246174s,68
5000,3.704473648s,68
5000,3.704540065s,68
5000,3.703479705s,68
5000,3.703829611s,68
5000,3.70383588s,68
5000,3.704277634s,68
5000,13.839213493s,115
5000,3.703628586s,68
5000,3.703977491s,68
5000,3.704116414s,68
5000,3.704557494s,68
5000,13.83921833s,115
5000,13.839225631s,115
5000,13.839215819s,115
5000,3.703335899s,68
5000,3.703460593s,68
5000,3.703467598s,68
5000,3.703473737s,68
5000,3.703496926s,68
5000,3.703514041s,68
5000,3.704520175s,68
5000,13.83922398s,115
5000,3.70448883s,68
5000,3.703303411s,68
5000,3.703491842s,68
5000,3.70378627s,68
5000,3.704093695s,68
5000,3.704122026s,68
5000,3.704266334s,68
5000,3.70429496s,68
5000,3.703983553s,68
5000,3.704289429s,68
5000,3.704321565s,68
5000,3.695985827s,68
5000,3.703322922s,68
5000,3.703634409s,68
5000,3.704099195s,68
5000,13.839230793s,115
5000,3.70348586s,68
5000,3.703658058s,68
5000,3.703747552s,68
5000,3.703989167s,68
5000,3.704161629s,68
5000,3.704224881s,68
5000,13.839228691s,115
5000,3.703915392s,68
5000,3.704155651s,68
5000,3.704495292s,68
5000,3.704551607s,68
5000,3.703617249s,68
5000,3.703723803s,68
5000,3.703821354s,68
5000,3.703947669s,68
5000,3.703960545s,68
5000,13.839219498s,115
5000,13.839220331s,115
5000,3.703340221s,68
5000,3.70407215s,68
5000,13.839221251s,115
5000,3.703640751s,68
5000,3.703773207s,68
5000,13.839226354s,115
5000,3.70379686s,68
5000,3.704283289s,68
5000,3.704332501s,68
5000,3.704563465s,68
5000,3.703330883s,68
5000,3.704425242s,68
5000,3.703353167s,68
5000,3.703590573s,68
5000,3.703792133s,68
5000,3.703927554s,68
5000,3.703940473s,68
5000,3.704104722s,68
5000,3.704545545s,68
5000,3.695974847s,68
5000,3.703767206s,68
5000,3.703282863s,68
5000,3.704109583s,68
5000,3.704259606s,68
5000,3.703646586s,68
5000,3.704127811s,68
5000,3.704145008s,68
5000,13.83922801s,115
5000,3.703597279s,68
5000,3.703761569s,68
5000,3.703814934s,68
5000,3.703995365s,68
5000,3.704315988s,68
5000,3.704464956s,68
5000,3.704310266s,68
5000,3.70450333s,68
5000,13.839229703s,115
5000,3.703345997s,68
5000,3.703443933s,68
5000,13.83921095s,115
5000,3.704453823s,68
5000,3.703316328s,68
5000,3.703501521s,68
5000,3.703622931s,68
5000,3.703779898s,68
5000,3.703934146s,68
5000,3.704299605s,68
5000,3.704441208s,68
5000,3.704511048s,68
5000,3.703454673s,68
5000,3.703972032s,68
5000,3.703580423s,68
5000,3.703611465s,68
5000,3.704139515s,68
5000,3.704448028s,68
5000,3.703954972s,68
5000,3.704007227s,68
5000,3.704133731s,68
5000,13.839223184s,115
5000,3.695888049s,68
5000,3.703652338s,68
5000,3.703753705s,68
5000,3.704481482s,68
5000,3.704533776s,68
