Port Number,Transaction ID,Latency
5002,00d6506e194e576a913b410eb8467028,0.014445
5002,244334bf2544950fa9f8183dafb64792,0.013097
5002,00d6506e194e576a913b410eb8467028,0.014647
5002,244334bf2544950fa9f8183dafb64792,0.013587
5002,244334bf2544950fa9f8183dafb64792,0.013945
5002,00d6506e194e576a913b410eb8467028,0.015431
5002,00d6506e194e576a913b410eb8467028,0.015406
5002,244334bf2544950fa9f8183dafb64792,0.014270
5002,244334bf2544950fa9f8183dafb64792,0.014092
5002,00d6506e194e576a913b410eb8467028,0.016515
5002,244334bf2544950fa9f8183dafb64792,0.015305
5002,00d6506e194e576a913b410eb8467028,0.017344
5002,00d6506e194e576a913b410eb8467028,0.017640
5002,00d6506e194e576a913b410eb8467028,0.017743
5002,00d6506e194e576a913b410eb8467028,0.017963
5002,00d6506e194e576a913b410eb8467028,0.018507
5002,00d6506e194e576a913b410eb8467028,0.018778
5002,00d6506e194e576a913b410eb8467028,0.019397
5002,00d6506e194e576a913b410eb8467028,0.019426
5002,00d6506e194e576a913b410eb8467028,0.019667
5002,00d6506e194e576a913b410eb8467028,0.020001
5002,00d6506e194e576a913b410eb8467028,0.020378
5002,00d6506e194e576a913b410eb8467028,0.020510
5002,00d6506e194e576a913b410eb8467028,0.020538
5002,00d6506e194e576a913b410eb8467028,0.020504
5002,00d6506e194e576a913b410eb8467028,0.020770
5002,00d6506e194e576a913b410eb8467028,0.020999
5002,00d6506e194e576a913b410eb8467028,0.021032
5002,00d6506e194e576a913b410eb8467028,0.021061
5002,00d6506e194e576a913b410eb8467028,0.021065
5002,00d6506e194e576a913b410eb8467028,0.021110
5002,00d6506e194e576a913b410eb8467028,0.021852
5002,00d6506e194e576a913b410eb8467028,0.021305
5002,00d6506e194e576a913b410eb8467028,0.023286
5002,00d6506e194e576a913b410eb8467028,0.023365
5002,00d6506e194e576a913b410eb8467028,0.023375
5002,00d6506e194e576a913b410eb8467028,0.023455
5002,00d6506e194e576a913b410eb8467028,0.023465
5002,00d6506e194e576a913b410eb8467028,0.023759
5002,00d6506e194e576a913b410eb8467028,0.023866
5002,00d6506e194e576a913b410eb8467028,0.023876
5002,00d6506e194e576a913b410eb8467028,0.023896
5002,00d6506e194e576a913b410eb8467028,0.023920
5002,00d6506e194e576a913b410eb8467028,0.024061
5002,00d6506e194e576a913b410eb8467028,0.024088
5002,00d6506e194e576a913b410eb8467028,0.024508
5002,00d6506e194e576a913b410eb8467028,0.024609
5002,00d6506e194e576a913b410eb8467028,0.024617
5002,00d6506e194e576a913b410eb8467028,0.024638
5002,00d6506e194e576a913b410eb8467028,0.024694
5002,00d6506e194e576a913b410eb8467028,0.024716
5002,00d6506e194e576a913b410eb8467028,0.025462
5002,00d6506e194e576a913b410eb8467028,0.024902
5002,00d6506e194e576a913b410eb8467028,0.025577
5002,00d6506e194e576a913b410eb8467028,0.024953
5002,00d6506e194e576a913b410eb8467028,0.025711
5002,00d6506e194e576a913b410eb8467028,0.026263
5002,00d6506e194e576a913b410eb8467028,0.026279
5002,00d6506e194e576a913b410eb8467028,0.026424
5002,00d6506e194e576a913b410eb8467028,0.026675
5002,00d6506e194e576a913b410eb8467028,0.026685
5002,00d6506e194e576a913b410eb8467028,0.026752
5002,00d6506e194e576a913b410eb8467028,0.027281
5002,00d6506e194e576a913b410eb8467028,0.027385
5002,00d6506e194e576a913b410eb8467028,0.027401
5002,00d6506e194e576a913b410eb8467028,0.027442
5002,00d6506e194e576a913b410eb8467028,0.027452
5002,00d6506e194e576a913b410eb8467028,0.027486
5002,00d6506e194e576a913b410eb8467028,0.027499
5002,00d6506e194e576a913b410eb8467028,0.027630
5002,00d6506e194e576a913b410eb8467028,0.027824
5002,00d6506e194e576a913b410eb8467028,0.027841
5002,00d6506e194e576a913b410eb8467028,0.027892
5002,00d6506e194e576a913b410eb8467028,0.027915
5002,00d6506e194e576a913b410eb8467028,0.028029
5002,00d6506e194e576a913b410eb8467028,0.028644
5002,00d6506e194e576a913b410eb8467028,0.028697
5002,00d6506e194e576a913b410eb8467028,0.028707
5002,00d6506e194e576a913b410eb8467028,0.028215
5002,00d6506e194e576a913b410eb8467028,0.028978
5002,00d6506e194e576a913b410eb8467028,0.029350
5002,00d6506e194e576a913b410eb8467028,0.030331
5002,00d6506e194e576a913b410eb8467028,0.030340
5002,00d6506e194e576a913b410eb8467028,0.030364
5002,00d6506e194e576a913b410eb8467028,0.030601
5002,00d6506e194e576a913b410eb8467028,0.030612
5002,00d6506e194e576a913b410eb8467028,0.030745
5002,00d6506e194e576a913b410eb8467028,0.031172
5002,00d6506e194e576a913b410eb8467028,0.031183
5002,00d6506e194e576a913b410eb8467028,0.031898
5002,00d6506e194e576a913b410eb8467028,0.031911
5002,00d6506e194e576a913b410eb8467028,0.031933
5002,00d6506e194e576a913b410eb8467028,0.031805
5002,00d6506e194e576a913b410eb8467028,0.034638
5002,00d6506e194e576a913b410eb8467028,0.034642
5002,00d6506e194e576a913b410eb8467028,0.035832
5002,00d6506e194e576a913b410eb8467028,0.036557
5002,00d6506e194e576a913b410eb8467028,0.036578
5002,00d6506e194e576a913b410eb8467028,0.036652
5002,00d6506e194e576a913b410eb8467028,0.036028
5002,00d6506e194e576a913b410eb8467028,0.036173
5002,00d6506e194e576a913b410eb8467028,0.037084
5002,00d6506e194e576a913b410eb8467028,0.037093
5002,00d6506e194e576a913b410eb8467028,0.037296
5002,00d6506e194e576a913b410eb8467028,0.037307
5002,00d6506e194e576a913b410eb8467028,0.036458
5002,00d6506e194e576a913b410eb8467028,0.037328
5002,00d6506e194e576a913b410eb8467028,0.038078
5002,00d6506e194e576a913b410eb8467028,0.038099
5002,00d6506e194e576a913b410eb8467028,0.038125
5002,00d6506e194e576a913b410eb8467028,0.038150
5002,00d6506e194e576a913b410eb8467028,0.037348
5002,00d6506e194e576a913b410eb8467028,0.038437
5002,00d6506e194e576a913b410eb8467028,0.037536
5002,00d6506e194e576a913b410eb8467028,0.037613
5002,00d6506e194e576a913b410eb8467028,0.038642
5002,00d6506e194e576a913b410eb8467028,0.039251
5002,00d6506e194e576a913b410eb8467028,0.038787
5002,00d6506e194e576a913b410eb8467028,0.038898
5002,00d6506e194e576a913b410eb8467028,0.039937
5002,00d6506e194e576a913b410eb8467028,0.040440
5002,00d6506e194e576a913b410eb8467028,0.040504
5002,00d6506e194e576a913b410eb8467028,0.040564
5002,00d6506e194e576a913b410eb8467028,0.040584
5002,00d6506e194e576a913b410eb8467028,0.039973
5002,00d6506e194e576a913b410eb8467028,0.040659
5002,00d6506e194e576a913b410eb8467028,0.040795
5002,00d6506e194e576a913b410eb8467028,0.040835
5002,00d6506e194e576a913b410eb8467028,0.040808
5002,00d6506e194e576a913b410eb8467028,0.040977
5002,00d6506e194e576a913b410eb8467028,0.040063
5002,00d6506e194e576a913b410eb8467028,0.041178
5002,00d6506e194e576a913b410eb8467028,0.041197
5002,00d6506e194e576a913b410eb8467028,0.041235
5002,00d6506e194e576a913b410eb8467028,0.040442
5002,00d6506e194e576a913b410eb8467028,0.040913
