Port Number,Time Since Start,Bandwidth
5003,382.895029ms,68
5003,2.556768604s,80
5003,2.556780648s,80
5003,2.556807046s,115
5003,12.937704436s,80
5003,13.728759921s,80
5003,13.728831602s,115
5003,278.674107ms,68
5003,488.59454ms,68
5003,12.937746004s,80
5003,12.937761659s,80
5003,12.937799764s,115
5003,13.728796293s,80
5003,13.728839932s,115
5003,382.866207ms,68
5003,2.556815256s,115
5003,2.556731308s,80
5003,2.556821068s,115
5003,12.937785923s,115
5003,12.93779392s,115
5003,13.728807872s,80
5003,13.72884578s,115
5003,488.620321ms,68
5003,488.631ms,68
