Port Number,Time Since Start,Bandwidth
5005,31.472657561s,114
5005,31.472698224s,114
5005,32.47362317s,114
5005,7.056763965s,115
5005,10.68924576s,115
5005,26.646731052s,114
5005,7.056724002s,115
5005,8.05574437s,116
5005,8.055773986s,116
5005,32.473661016s,114
5005,560.696634ms,68
5005,679.755578ms,68
5005,679.764733ms,68
5005,8.055784781s,116
5005,26.64668247s,114
5005,31.4727098s,114
5005,32.473650992s,114
5005,427.647738ms,68
5005,560.674085ms,68
5005,7.056776404s,115
5005,26.646743428s,114
5005,679.716835ms,68
5005,10.687606806s,115
5005,10.6892633s,115
