Port Number,Time Since Start,Bandwidth
5010,133.414906ms,68
5010,1.555718498s,115
5010,1.555787257s,115
5010,12.687330092s,115
5010,132.612054ms,68
5010,132.718745ms,68
5010,245.359047ms,68
5010,4.838050827s,115
5010,32.530057837s,115
5010,245.382547ms,68
5010,4.83803644s,115
5010,12.687316342s,115
5010,20.777960317s,116
5010,133.403077ms,68
5010,245.401338ms,68
5010,34.465014795s,115
5010,245.373935ms,68
5010,245.390586ms,68
5010,1.555775939s,115
5010,4.838058895s,115
5010,132.502601ms,68
5010,132.598272ms,68
5010,133.422301ms,68
5010,133.431854ms,68
5010,32.530090236s,115
5010,34.46502372s,115
5010,20.777970422s,116
5010,20.777979745s,116
5010,32.530080537s,115
5010,34.465000515s,115
5010,132.701351ms,68
5010,132.712241ms,68
5010,4.838069472s,115
5010,12.68733869s,115
5010,34.465033288s,115
5010,1.555756931s,115
5010,12.687348363s,115
5010,20.777939947s,116
5010,32.530072031s,115
