Port Number,Time Since Start,Bandwidth
5007,12.008309023s,80
5007,911.172997ms,75
5007,1.077464291s,75
5007,1.077479723s,75
5007,9.450536739s,80
5007,9.450545384s,80
5007,9.450546081s,80
5007,9.45054682s,80
5007,6.759515ms,70
5007,6.962292ms,70
5007,911.212703ms,75
5007,1.07749597s,75
5007,9.450578715s,116
5007,12.00831427s,80
5007,15.284800233s,80
5007,911.189276ms,75
5007,1.077455408s,75
5007,12.008315554s,80
5007,12.008349476s,116
5007,15.284818512s,116
5007,9.450576795s,116
5007,12.008330427s,116
5007,15.284824246s,116
5007,7.141361ms,70
5007,80.85488ms,70
5007,103.721257ms,70
5007,103.739337ms,70
5007,103.753842ms,70
5007,15.284820244s,116
5007,12.008305303s,80
5007,7.154511ms,70
5007,7.161632ms,70
5007,7.176509ms,70
5007,80.840499ms,70
5007,911.47202ms,75
5007,1.077506076s,75
5007,9.450543759s,80
5007,12.008310015s,80
5007,12.008329613s,116
5007,103.702382ms,70
5007,911.454009ms,75
5007,12.008351552s,116
5007,12.008352933s,116
5007,15.284799043s,80
5007,6.820906ms,70
5007,103.73027ms,70
5007,911.181309ms,75
5007,911.434861ms,75
5007,1.077487612s,75
5007,9.45057741s,116
5007,12.008311628s,80
5007,15.284817673s,116
5007,6.942079ms,70
5007,80.864285ms,70
5007,80.882487ms,70
5007,12.00831642s,80
5007,6.953556ms,70
5007,80.822634ms,70
5007,1.077472426s,75
5007,9.450541444s,80
5007,15.28481943s,116
5007,9.450542888s,80
5007,9.450576237s,116
5007,15.284796094s,80
5007,1.077433187s,75
5007,9.450575259s,116
5007,12.008313069s,80
5007,911.162775ms,75
5007,911.460132ms,75
5007,1.077445921s,75
5007,9.450573007s,116
5007,15.284797513s,80
5007,15.284821456s,116
5007,6.444601ms,70
5007,911.150282ms,75
5007,911.19668ms,75
5007,911.466072ms,75
5007,911.49428ms,75
5007,9.45054793s,80
5007,15.28479333s,80
5007,15.284821982s,116
5007,12.008352265s,116
5007,103.713952ms,70
5007,911.446821ms,75
5007,911.488514ms,75
5007,9.450574275s,116
5007,9.45057814s,116
5007,12.008328702s,116
5007,12.008350217s,116
5007,15.284801447s,80
5007,15.284802778s,80
5007,15.284804746s,80
5007,15.284823319s,116
