Port Number,Time Since Start,Bandwidth
5003,2.28098296s,79
5003,5.126508805s,116
5003,9.280655ms,70
5003,2.2809988s,115
5003,116.977112ms,81
5003,5.126493791s,80
5003,20.590432462s,80
5003,9.579747ms,70
5003,116.991109ms,117
5003,2.280987044s,79
5003,2.280997838s,115
5003,116.974556ms,81
5003,2.280980263s,79
5003,2.28099969s,115
5003,5.126510622s,116
5003,20.590480516s,116
5003,9.421052ms,70
5003,5.126509686s,116
5003,20.59045857s,116
5003,9.569971ms,70
5003,116.992333ms,117
5003,5.126496693s,80
5003,5.126497885s,80
5003,116.97803ms,81
5003,9.586385ms,70
5003,116.993233ms,117
5003,20.590430194s,80
5003,20.590433367s,80
5003,20.590481986s,116
5003,9.431695ms,70
