Port Number,Time Since Start,Bandwidth
5008,14.904406502s,116
5008,14.904407264s,116
5008,17.566923903s,80
5008,17.566939248s,116
5008,838.889097ms,75
5008,3.743424718s,116
5008,3.743425455s,116
5008,14.904403683s,116
5008,23.3028467s,80
5008,3.538203697s,81
5008,3.743427727s,116
5008,14.904386901s,80
5008,23.302840779s,80
5008,23.302877131s,116
5008,839.370863ms,75
5008,14.904388567s,80
5008,17.566920144s,80
5008,23.302859333s,80
5008,838.610247ms,75
5008,14.904380708s,80
5008,14.904410225s,116
5008,3.7434069s,80
5008,7.455387ms,70
5008,30.835205ms,70
5008,838.875787ms,75
5008,838.901033ms,75
5008,3.538248979s,117
5008,3.743426163s,116
5008,17.566964163s,116
5008,23.302879842s,116
5008,23.302863188s,80
5008,838.625554ms,75
5008,838.91275ms,75
5008,3.538200936s,81
5008,23.302854378s,80
5008,7.658152ms,70
5008,838.895043ms,75
5008,3.538229168s,117
5008,17.566916613s,80
5008,17.566940791s,116
5008,7.480548ms,70
5008,3.538206506s,81
5008,3.743402521s,80
5008,3.743407975s,80
5008,8.155122ms,70
5008,3.538196798s,81
5008,14.904409576s,116
5008,3.743399665s,80
5008,3.743404848s,80
5008,23.302880501s,116
5008,839.379123ms,75
5008,3.538204776s,81
5008,17.566961621s,116
5008,30.855192ms,70
5008,838.90678ms,75
5008,839.321622ms,75
5008,838.601972ms,75
5008,3.538231451s,117
5008,3.538247246s,117
5008,3.538248263s,117
5008,3.743423384s,116
5008,9.621163ms,70
5008,9.629567ms,70
5008,839.336604ms,75
5008,3.743422738s,116
5008,14.904384856s,80
5008,23.302857456s,80
5008,23.302876287s,116
5008,7.699679ms,70
5008,8.14358ms,70
5008,30.876257ms,70
5008,3.743408743s,80
5008,838.882981ms,75
5008,14.904390822s,80
5008,17.566965287s,116
5008,839.361869ms,75
5008,23.302881344s,116
5008,9.648596ms,70
5008,30.846669ms,70
5008,838.863441ms,75
5008,8.161138ms,70
5008,14.90440563s,116
5008,839.389455ms,75
5008,14.90440466s,116
5008,23.30286094s,80
5008,838.591741ms,75
5008,839.354383ms,75
5008,3.743405935s,80
5008,17.566937882s,116
5008,7.267078ms,70
5008,9.613807ms,70
5008,14.904385895s,80
5008,23.302878376s,116
5008,23.302879159s,116
5008,838.618171ms,75
5008,839.344815ms,75
5008,3.53819972s,81
5008,3.743403722s,80
5008,17.566940078s,116
5008,23.302882127s,116
5008,3.538227455s,117
5008,3.538232608s,117
5008,14.904383769s,80
5008,17.566913939s,80
5008,17.566917805s,80
5008,17.566923012s,80
5008,7.687032ms,70
5008,8.186789ms,70
5008,30.861751ms,70
5008,14.904408804s,116
5008,17.566922151s,80
5008,17.566966789s,116
5008,23.302862098s,80
5008,9.594968ms,70
5008,30.86885ms,70
5008,838.579513ms,75
5008,839.397033ms,75
5008,3.743421867s,116
5008,3.743426957s,116
5008,14.904389462s,80
5008,17.566918868s,80
5008,838.641665ms,75
5008,3.538202459s,81
5008,3.53820565s,81
5008,3.538230477s,117
