Port Number,Time Since Start,Bandwidth
5004,31.469068ms,70
5004,1.634120405s,80
5004,18.845289585s,80
5004,18.845297149s,80
5004,18.845310037s,116
5004,21.602560984s,80
5004,21.60256217s,80
5004,21.602573114s,116
5004,38.916969ms,70
5004,39.26806ms,70
5004,39.275311ms,70
5004,1.634142121s,116
5004,1.634143754s,116
5004,21.602574956s,116
5004,1.634123059s,80
5004,18.845292793s,80
5004,18.845309187s,116
5004,21.60255812s,80
5004,38.932859ms,70
5004,39.254498ms,70
5004,1.634124145s,80
5004,1.634143011s,116
5004,18.845308247s,116
5004,21.602574067s,116
