Port Number,Time Since Start,Bandwidth
5005,9.523140583s,116
5005,12.861291909s,80
5005,12.861292974s,80
5005,12.861305255s,116
5005,6.207657074s,80
5005,6.207674237s,116
5005,9.52310767s,80
5005,12.861304318s,116
5005,14.185132ms,70
5005,6.207673178s,116
5005,9.52314169s,116
5005,6.207675047s,116
5005,9.523105311s,80
5005,9.523111485s,80
5005,9.523142566s,116
5005,12.624795ms,70
5005,13.351541ms,70
5005,14.167902ms,70
5005,6.207655985s,80
5005,12.861289001s,80
5005,12.861306067s,116
5005,13.376869ms,70
5005,14.194902ms,70
5005,6.207653592s,80
