Port Number,Time Since Start,Bandwidth
5009,817.783431ms,75
5009,983.65038ms,75
5009,6.794210372s,116
5009,10.481108577s,80
5009,10.481129178s,116
5009,9.648748ms,70
5009,9.865946ms,70
5009,817.726651ms,75
5009,8.340263939s,81
5009,8.340267765s,81
5009,817.347528ms,75
5009,817.770702ms,75
5009,6.794179837s,80
5009,983.681771ms,75
5009,6.794173567s,80
5009,6.794177891s,80
5009,8.34027121s,81
5009,8.340286801s,117
5009,10.12488ms,70
5009,817.355952ms,75
5009,983.658653ms,75
5009,10.481132017s,116
5009,818.088196ms,75
5009,983.697227ms,75
5009,6.79421111s,116
5009,8.34026648s,81
5009,10.481107318s,80
5009,9.132798ms,70
5009,9.877163ms,70
5009,817.369842ms,75
5009,10.481127247s,116
5009,10.481133392s,116
5009,817.337939ms,75
5009,6.794208861s,116
5009,10.48112821s,116
5009,818.10098ms,75
5009,818.107962ms,75
5009,983.640996ms,75
5009,9.662968ms,70
5009,10.132111ms,70
5009,817.758313ms,75
5009,983.606353ms,75
5009,817.764637ms,75
5009,818.094388ms,75
5009,6.794207694s,116
5009,8.34028283s,117
5009,8.340307483s,117
5009,9.311964ms,70
5009,9.578191ms,70
5009,817.322744ms,75
5009,10.481110817s,80
5009,10.481113316s,80
5009,10.481131103s,116
5009,8.340265344s,81
5009,8.340281958s,117
5009,10.481109652s,80
5009,817.363644ms,75
5009,817.741573ms,75
5009,818.115179ms,75
5009,6.794178997s,80
5009,6.794180634s,80
5009,6.794209535s,116
5009,10.481106198s,80
5009,9.884443ms,70
5009,818.073022ms,75
5009,818.08084ms,75
5009,6.794168416s,80
5009,6.794171557s,80
5009,8.340260828s,81
5009,983.675092ms,75
5009,10.481126318s,116
5009,10.481130277s,116
5009,8.340285146s,117
5009,10.481102162s,80
5009,10.481104888s,80
5009,10.118085ms,70
5009,10.145271ms,70
5009,6.794205916s,116
5009,8.340286019s,117
5009,8.340306581s,117
5009,9.896688ms,70
5009,6.79420444s,116
5009,8.340268614s,81
5009,983.668509ms,75
5009,6.794202646s,116
5009,8.34026956s,81
5009,818.061506ms,75
5009,983.688018ms,75
5009,6.794174587s,80
5009,8.340283713s,117
5009,9.351403ms,70
5009,10.102631ms,70
5009,817.747869ms,75
