Port Number,Time Since Start,Bandwidth
5001,2.77733797s,116
5001,2.777338877s,116
5001,27.395512ms,70
5001,85.456098ms,70
5001,2.77729964s,80
5001,2.777300631s,80
5001,2.777301571s,80
5001,84.149883ms,70
5001,84.156648ms,70
5001,85.468398ms,70
5001,2.777341139s,116
5001,20.796225ms,70
5001,27.219307ms,70
5001,27.411116ms,70
5001,86.179ms,70
5001,2.777340256s,116
5001,85.44973ms,70
5001,86.156216ms,70
5001,2.777343835s,116
5001,20.555048ms,70
5001,20.783437ms,70
5001,27.369734ms,70
5001,85.413369ms,70
5001,85.435886ms,70
5001,84.1351ms,70
5001,84.142621ms,70
5001,2.777296867s,80
5001,2.777343036s,116
5001,2.777320698s,80
5001,12.94689ms,70
5001,20.541295ms,70
5001,27.180144ms,70
5001,85.405667ms,70
5001,86.230163ms,70
5001,86.171493ms,70
5001,86.239423ms,70
5001,2.77730246s,80
5001,27.428641ms,70
5001,84.120252ms,70
5001,85.443151ms,70
5001,86.145345ms,70
5001,86.16415ms,70
5001,2.777321974s,80
5001,2.77734189s,116
5001,86.245679ms,70
5001,20.803532ms,70
5001,27.194507ms,70
5001,27.203033ms,70
5001,27.443781ms,70
5001,84.128786ms,70
