Port Number,Time Since Start,Bandwidth
5003,16.09919ms,70
5003,18.849559ms,70
5003,19.201266ms,70
5003,19.219825ms,70
5003,76.73778ms,70
5003,76.754134ms,70
5003,77.478721ms,70
5003,1.130741951s,80
5003,6.871965421s,80
5003,1.130742938s,80
5003,1.130772297s,116
5003,75.598237ms,70
5003,77.533761ms,70
5003,1.130774683s,116
5003,6.871949355s,80
5003,6.871951734s,80
5003,75.570835ms,70
5003,75.57959ms,70
5003,76.798352ms,70
5003,6.871963979s,80
5003,6.871978711s,116
5003,16.27474ms,70
5003,75.606168ms,70
5003,77.539959ms,70
5003,6.871977026s,116
5003,6.871981769s,116
5003,16.300128ms,70
5003,18.981362ms,70
5003,77.498952ms,70
5003,18.993285ms,70
5003,19.014247ms,70
5003,1.130739964s,80
5003,1.130756779s,116
5003,6.871980985s,116
5003,19.207912ms,70
5003,75.588609ms,70
5003,18.999739ms,70
5003,1.13077385s,116
5003,6.871979464s,116
5003,18.829886ms,70
5003,19.194175ms,70
5003,77.512104ms,70
5003,18.841996ms,70
5003,76.778944ms,70
5003,76.785523ms,70
5003,77.519083ms,70
5003,6.871977896s,116
5003,19.182387ms,70
5003,77.491544ms,70
5003,1.130735395s,80
5003,1.130738266s,80
5003,1.13074389s,80
5003,1.130755102s,116
5003,6.871952735s,80
5003,77.505233ms,70
5003,1.130773096s,116
5003,6.8719602s,80
5003,76.747616ms,70
5003,1.130755902s,116
5003,6.871962369s,80
5003,6.871980231s,116
5003,75.559367ms,70
5003,76.771675ms,70
5003,1.130740925s,80
