Port Number,Time Since Start,Bandwidth
5002,20.801733ms,70
5002,84.552815ms,70
5002,84.56649ms,70
5002,85.743595ms,70
5002,85.758366ms,70
5002,86.526728ms,70
5002,2.164008474s,80
5002,20.809685ms,70
5002,28.077467ms,70
5002,28.120829ms,70
5002,84.536883ms,70
5002,86.539821ms,70
5002,86.545718ms,70
5002,12.86627ms,70
5002,27.283804ms,70
5002,85.730613ms,70
5002,2.164001067s,80
5002,2.164020354s,116
5002,2.164021152s,116
5002,28.089316ms,70
5002,28.104099ms,70
5002,86.496801ms,70
5002,2.16402321s,116
5002,12.701297ms,70
5002,12.850147ms,70
5002,20.788802ms,70
5002,27.262612ms,70
5002,28.096134ms,70
5002,86.533868ms,70
5002,2.164004109s,80
5002,2.164022446s,116
5002,27.242581ms,70
5002,27.27072ms,70
5002,84.559472ms,70
5002,85.724661ms,70
5002,85.737422ms,70
5002,2.164002887s,80
5002,2.164025452s,116
5002,84.572792ms,70
5002,86.514483ms,70
5002,2.164004991s,80
5002,2.16400603s,80
5002,2.164023993s,116
5002,2.164024747s,116
5002,84.54569ms,70
5002,85.700565ms,70
5002,85.716915ms,70
5002,86.506367ms,70
5002,86.52077ms,70
5002,2.164007426s,80
