Port Number,Time Since Start,Bandwidth
5008,5.289247912s,80
5008,5.28927605s,115
5008,2.600432963s,68
5008,2.607658826s,68
5008,3.026439834s,115
5008,3.026443472s,115
5008,2.600823742s,68
5008,2.601064045s,68
5008,2.607605052s,68
5008,3.026393357s,80
5008,2.600415226s,68
5008,2.600533837s,68
5008,2.600689453s,68
5008,2.600789408s,68
5008,3.026342917s,80
5008,3.026394725s,80
5008,5.289258174s,80
5008,5.289274454s,115
5008,2.590282887s,68
5008,2.591349257s,68
5008,2.600700333s,68
5008,2.601076788s,68
5008,5.289275027s,115
5008,5.289276718s,115
5008,2.600932065s,68
5008,3.026443928s,115
5008,5.289279474s,115
5008,5.289257419s,80
5008,2.601026968s,68
5008,3.026345032s,80
5008,3.026439064s,115
5008,3.026441247s,115
5008,2.600545664s,68
5008,2.600833007s,68
5008,2.601045394s,68
5008,3.026442433s,115
5008,2.60108238s,68
5008,2.607625966s,68
5008,3.026340549s,80
5008,5.289278351s,115
5008,2.600423226s,68
5008,2.600539846s,68
5008,2.600909184s,68
5008,2.600926261s,68
5008,5.289253672s,80
5008,2.600671525s,68
5008,2.600695133s,68
5008,2.601051633s,68
5008,2.60761283s,68
5008,2.600522477s,68
5008,2.600920338s,68
5008,2.6076193s,68
5008,5.289259141s,80
5008,2.600898273s,68
5008,3.026338377s,80
5008,3.02634165s,80
5008,2.600401592s,68
5008,2.600817754s,68
5008,3.02633361s,80
5008,2.600683751s,68
5008,2.607639343s,68
5008,3.026441777s,115
5008,5.289255233s,80
5008,2.600944978s,68
5008,2.601039493s,68
5008,2.601057799s,68
5008,2.601070112s,68
5008,2.600717527s,68
5008,2.600812188s,68
5008,2.600914934s,68
5008,2.600939294s,68
5008,3.026343997s,80
5008,5.28927894s,115
5008,2.591458352s,68
5008,5.289250622s,80
5008,5.289273974s,115
5008,5.289277314s,115
5008,2.600806143s,68
5008,2.607646452s,68
5008,5.289256249s,80
5008,2.600800442s,68
5008,2.607591895s,68
5008,2.607632442s,68
5008,2.607667423s,68
5008,2.591362901s,68
5008,2.591441521s,68
5008,2.591451988s,68
5008,2.600555061s,68
5008,3.026440569s,115
5008,3.026442901s,115
5008,5.289252459s,80
