Port Number,Time Since Start,Bandwidth
5004,2.815841057s,68
5004,2.816015346s,68
5004,2.821007395s,68
5004,6.371516452s,80
5004,2.808467895s,68
5004,2.808667005s,68
5004,2.808755173s,68
5004,2.808765014s,68
5004,2.808796516s,68
5004,2.815854789s,68
5004,2.816027443s,68
5004,2.821059191s,68
5004,6.371535325s,115
5004,6.371538136s,115
5004,2.808440251s,68
5004,2.808550246s,68
5004,6.371508853s,80
5004,6.371539696s,115
5004,2.808772109s,68
5004,2.816056595s,68
5004,2.821070606s,68
5004,6.371513468s,80
5004,2.808452209s,68
5004,2.808555795s,68
5004,2.80867858s,68
5004,2.816033705s,68
5004,6.371519264s,80
5004,6.371537276s,115
5004,2.808540272s,68
5004,2.82103239s,68
5004,2.821052648s,68
5004,2.815884547s,68
5004,2.816050711s,68
5004,6.371518566s,80
5004,6.371519915s,80
5004,6.371539213s,115
5004,2.808459183s,68
5004,2.808661651s,68
5004,2.816044916s,68
5004,6.371517859s,80
5004,6.371536766s,115
5004,2.816021618s,68
5004,2.821025683s,68
5004,2.808353821s,68
5004,2.815891363s,68
5004,2.804899403s,68
5004,2.815877443s,68
5004,2.816005346s,68
5004,6.371538707s,115
5004,2.804329012s,68
5004,2.808347401s,68
5004,2.808651844s,68
5004,2.808673244s,68
5004,2.808684689s,68
5004,2.808333705s,68
5004,2.80878856s,68
5004,2.815870608s,68
5004,2.821046223s,68
5004,2.821077825s,68
5004,6.371514732s,80
5004,2.808777853s,68
5004,2.821018572s,68
5004,2.804910662s,68
5004,2.808783327s,68
5004,2.815898509s,68
5004,2.816039439s,68
5004,2.821038847s,68
5004,6.371536308s,115
5004,2.808561663s,68
5004,2.808570379s,68
5004,2.815863437s,68
5004,6.37152068s,80
5004,6.371540133s,115
