Port Number,Time Since Start,Bandwidth
5003,14.582155877s,115
5003,2.854763642s,68
5003,2.854974983s,68
5003,2.854980501s,68
5003,11.66917479s,113
5003,14.582140649s,80
5003,2.85486211s,68
5003,2.863136195s,68
5003,2.863567315s,68
5003,11.669172643s,113
5003,2.855122741s,68
5003,11.669151977s,78
5003,11.669148857s,78
5003,2.848772398s,68
5003,2.85477005s,68
5003,2.854778446s,68
5003,2.855078188s,68
5003,2.859275915s,68
5003,2.859288178s,68
5003,2.863576028s,68
5003,11.669176022s,113
5003,14.582133596s,80
5003,2.854643587s,68
5003,2.854969047s,68
5003,2.85511121s,68
5003,2.859247314s,68
5003,2.859282073s,68
5003,11.669155859s,78
5003,11.66917093s,113
5003,14.58215849s,115
5003,2.854637048s,68
5003,2.855116905s,68
5003,14.582129969s,80
5003,14.582136775s,80
5003,14.582160972s,115
5003,2.854757537s,68
5003,2.863155564s,68
5003,2.863163114s,68
5003,11.669151025s,78
5003,14.582156368s,115
5003,14.582159955s,115
5003,14.582160493s,115
5003,14.582156835s,115
5003,2.84886052s,68
5003,2.854845397s,68
5003,2.854874425s,68
5003,2.855088223s,68
5003,2.863182055s,68
5003,14.582137579s,80
5003,14.582139106s,80
5003,14.582157919s,115
5003,2.854855944s,68
5003,2.854959349s,68
5003,2.859228652s,68
5003,2.859254334s,68
5003,2.863148015s,68
5003,11.669172142s,113
5003,11.669173779s,113
5003,2.848783092s,68
5003,2.85465261s,68
5003,2.855093572s,68
5003,2.863169375s,68
5003,11.669150058s,78
5003,2.854880849s,68
5003,2.855105154s,68
5003,11.669142183s,78
5003,11.669146937s,78
5003,14.582157463s,115
5003,11.669175534s,113
5003,2.848693019s,68
5003,2.848866692s,68
5003,2.854868078s,68
5003,2.855002485s,68
5003,2.859240099s,68
5003,2.859268916s,68
5003,2.863175608s,68
5003,14.582134379s,80
5003,14.582138312s,80
5003,2.848851073s,68
5003,2.854747009s,68
5003,2.855099688s,68
5003,11.669154903s,78
5003,11.669171565s,113
5003,2.863188748s,68
5003,2.854625486s,68
5003,2.854987145s,68
5003,2.854993185s,68
5003,2.859260907s,68
5003,11.669154063s,78
5003,11.669173322s,113
5003,14.582139928s,80
