Port Number,Time Since Start,Bandwidth
5007,3.42705169s,114
5007,3.548064539s,116
5007,5.230949433s,115
5007,5.593944245s,114
5007,4.747510577s,115
5007,5.230992635s,115
5007,639.653952ms,68
5007,1.609966914s,115
5007,1.61001776s,115
5007,3.548075732s,116
5007,4.747494743s,115
5007,5.957043088s,115
5007,763.020799ms,68
5007,2.820941151s,115
5007,3.427002433s,114
5007,3.548025245s,116
5007,5.351983547s,115
5007,2.21503253s,115
5007,2.215047645s,115
5007,4.747477136s,115
5007,2.820973991s,115
5007,5.352026083s,115
5007,5.957054759s,115
5007,639.632152ms,68
5007,763.009176ms,68
5007,1.005065972s,115
5007,5.352015126s,115
5007,512.911025ms,68
5007,1.005029393s,115
5007,3.427040544s,114
5007,5.593976977s,114
5007,5.957004685s,115
5007,5.230980804s,115
5007,5.593987753s,114
5007,762.987832ms,68
5007,1.005054504s,115
5007,1.610006709s,115
5007,2.214994905s,115
5007,2.820984874s,115
