10_5001,31,324
10_5001,33,1134
10_5001,45,1132
10_5001,0,-27014
10_5001,15,495
10_5001,27,6
10_5001,3,669
10_5002,5,109
10_5002,62,94
10_5002,13,193
10_5002,14,914
10_5002,2,19
10_5002,26,479
10_5002,28,516
10_5002,49,1001
10_5002,50,1826
10_5002,52,312
10_5002,0,-37800
10_5002,1,15
10_5002,23,630
10_5002,35,760
10_5002,39,388
10_5002,45,1771
10_5002,61,30
10_5002,63,0
10_5002,34,189
10_5002,38,376
10_5002,9,1019
10_5002,66,33
10_5002,16,587
10_5002,20,3285
10_5002,43,1011
10_5002,44,212
10_5002,51,467
10_5002,6,1500
10_5002,33,434
10_5002,10,173
10_5002,11,905
10_5002,15,113
10_5002,30,36
10_5002,47,83
10_5002,54,1498
10_5002,65,30
10_5002,60,333
10_5002,12,249
10_5002,18,730
10_5002,29,689
10_5002,3,289
10_5002,41,1102
10_5002,68,60
10_5002,17,620
10_5002,40,2610
10_5002,8,102
10_5002,24,1242
10_5002,27,372
10_5002,42,1661
10_5002,58,149
10_5002,59,691
10_5002,19,146
10_5002,25,227
10_5002,31,1
10_5002,32,269
10_5002,37,18
10_5002,21,6
10_5002,22,179
10_5002,48,460
10_5002,53,516
10_5002,64,239
10_5002,46,429
10_5002,56,712
10_5002,36,530
10_5002,4,344
10_5002,55,311
10_5002,57,46
10_5002,7,1153
10_5002,67,307
10_5003,38,376
10_5003,4,344
10_5003,45,1771
10_5003,56,712
10_5003,59,691
10_5003,20,3285
10_5003,24,1242
10_5003,25,227
10_5003,36,530
10_5003,39,388
10_5003,40,2610
10_5003,62,94
10_5003,9,1019
10_5003,68,60
10_5003,51,467
10_5003,60,333
10_5003,29,689
10_5003,3,289
10_5003,52,312
10_5003,61,30
10_5003,13,193
10_5003,19,146
10_5003,21,6
10_5003,46,429
10_5003,48,460
10_5003,53,516
10_5003,6,1500
10_5003,30,36
10_5003,65,30
10_5003,0,-37800
10_5003,34,189
10_5003,43,1011
10_5003,63,0
10_5003,66,33
10_5003,41,1102
10_5003,42,1661
10_5003,47,83
10_5003,49,1001
10_5003,2,19
10_5003,22,179
10_5003,23,630
10_5003,67,307
10_5003,27,372
10_5003,32,269
10_5003,5,109
10_5003,10,173
10_5003,16,587
10_5003,31,1
10_5003,35,760
10_5003,54,1498
10_5003,8,102
10_5003,15,113
10_5003,37,18
10_5003,64,239
10_5003,7,1153
10_5003,1,15
10_5003,50,1826
10_5003,55,311
10_5003,17,620
10_5003,26,479
10_5003,28,516
10_5003,44,212
10_5003,11,905
10_5003,12,249
10_5003,14,914
10_5003,18,730
10_5003,33,434
10_5003,57,46
10_5003,58,149
10_5004,20,1043
10_5004,27,6
10_5004,3,669
10_5004,31,324
10_5004,45,1132
10_5004,0,-27014
10_5004,35,550
10_5004,36,212
10_5004,7,440
10_5004,40,1021
10_5004,51,305
10_5004,52,706
10_5004,12,1385
10_5004,15,495
10_5004,33,1134
10_5004,4,1169
10_5004,8,294
10_5004,9,1298
10_5004,44,19
10_5004,34,983
10_5004,1,826
10_5004,10,654
10_5004,13,1062
10_5004,14,530
10_5004,19,336
10_5004,22,499
10_5004,26,139
10_5004,42,140
10_5004,23,481
10_5004,25,17
10_5004,38,298
10_5004,43,251
10_5004,47,16
10_5004,16,1855
10_5004,17,42
10_5004,32,216
10_5004,37,450
10_5004,46,596
10_5004,11,84
10_5004,21,52
10_5004,29,53
10_5004,30,86
10_5004,41,372
10_5004,48,808
10_5004,49,1690
10_5004,18,145
10_5004,2,597
10_5004,24,372
10_5004,28,41
10_5004,5,877
10_5004,6,223
10_5004,39,21
10_5005,12,249
10_5005,2,19
10_5005,55,311
10_5005,57,46
10_5005,64,239
10_5005,25,227
10_5005,34,189
10_5005,49,1001
10_5005,61,30
10_5005,0,-37800
10_5005,20,3285
10_5005,52,312
10_5005,54,1498
10_5005,62,94
10_5005,43,1011
10_5005,8,102
10_5005,15,113
10_5005,36,530
10_5005,68,60
10_5005,45,1771
10_5005,53,516
10_5005,6,1500
10_5005,26,479
10_5005,28,516
10_5005,29,689
10_5005,32,269
10_5005,40,2610
10_5005,67,307
10_5005,60,333
10_5005,30,36
10_5005,37,18
10_5005,63,0
10_5005,11,905
10_5005,66,33
10_5005,17,620
10_5005,22,179
10_5005,48,460
10_5005,51,467
10_5005,7,1153
10_5005,10,173
10_5005,23,630
10_5005,38,376
10_5005,50,1826
10_5005,56,712
10_5005,31,1
10_5005,33,434
10_5005,14,914
10_5005,27,372
10_5005,4,344
10_5005,42,1661
10_5005,9,1019
10_5005,13,193
10_5005,39,388
10_5005,44,212
10_5005,5,109
10_5005,59,691
10_5005,65,30
10_5005,1,15
10_5005,19,146
10_5005,21,6
10_5005,46,429
10_5005,47,83
10_5005,58,149
10_5005,18,730
10_5005,24,1242
10_5005,3,289
10_5005,35,760
10_5005,41,1102
10_5005,16,587
10_5006,59,691
10_5006,61,30
10_5006,66,33
10_5006,2,19
10_5006,21,6
10_5006,5,109
10_5006,37,18
10_5006,45,1771
10_5006,9,1019
10_5006,38,376
10_5006,44,212
10_5006,56,712
10_5006,57,46
10_5006,20,3285
10_5006,24,1242
10_5006,31,1
10_5006,53,516
10_5006,47,83
10_5006,17,620
10_5006,29,689
10_5006,42,1661
10_5006,46,429
10_5006,51,467
10_5006,16,587
10_5006,28,516
10_5006,58,149
10_5006,7,1153
10_5006,22,179
10_5006,48,460
10_5006,52,312
10_5006,11,905
10_5006,26,479
10_5006,55,311
10_5006,13,193
10_5006,25,227
10_5006,50,1826
10_5006,68,60
10_5006,23,630
10_5006,43,1011
10_5006,3,289
10_5006,32,269
10_5006,35,760
10_5006,39,388
10_5006,40,2610
10_5006,6,1500
10_5006,14,914
10_5006,15,113
10_5006,62,94
10_5006,41,1102
10_5006,8,102
10_5006,10,173
10_5006,34,189
10_5006,4,344
10_5006,54,1498
10_5006,63,0
10_5006,67,307
10_5006,19,146
10_5006,30,36
10_5006,27,372
10_5006,49,1001
10_5006,64,239
10_5006,12,249
10_5006,18,730
10_5006,33,434
10_5006,36,530
10_5006,65,30
10_5006,60,333
10_5006,0,-37800
10_5006,1,15
10_5007,27,6
10_5007,34,983
10_5007,43,251
10_5007,49,1690
10_5007,52,706
10_5007,25,17
10_5007,29,53
10_5007,3,669
10_5007,38,298
10_5007,13,1062
10_5007,14,530
10_5007,18,145
10_5007,11,84
10_5007,15,495
10_5007,20,1043
10_5007,21,52
10_5007,23,481
10_5007,32,216
10_5007,4,1169
10_5007,44,19
10_5007,10,654
10_5007,40,1021
10_5007,6,223
10_5007,7,440
10_5007,47,16
10_5007,30,86
10_5007,19,336
10_5007,26,139
10_5007,33,1134
10_5007,5,877
10_5007,39,21
10_5007,45,1132
10_5007,1,826
10_5007,12,1385
10_5007,16,1855
10_5007,17,42
10_5007,22,499
10_5007,24,372
10_5007,31,324
10_5007,35,550
10_5007,0,-27014
10_5007,8,294
10_5007,9,1298
10_5007,42,140
10_5007,46,596
10_5007,37,450
10_5007,28,41
10_5007,36,212
10_5007,41,372
10_5007,48,808
10_5007,51,305
10_5007,2,597
10_5008,18,730
10_5008,35,760
10_5008,50,1826
10_5008,32,269
10_5008,40,2610
10_5008,44,212
10_5008,15,113
10_5008,29,689
10_5008,52,312
10_5008,19,146
10_5008,20,3285
10_5008,22,179
10_5008,27,372
10_5008,30,36
10_5008,42,1661
10_5008,11,905
10_5008,39,388
10_5008,53,516
10_5008,54,1498
10_5008,9,1019
10_5008,68,60
10_5008,63,0
10_5008,65,30
10_5008,67,307
10_5008,60,333
10_5008,56,712
10_5008,64,239
10_5008,23,630
10_5008,49,1001
10_5008,51,467
10_5008,66,33
10_5008,25,227
10_5008,36,530
10_5008,55,311
10_5008,24,1242
10_5008,28,516
10_5008,5,109
10_5008,14,914
10_5008,3,289
10_5008,57,46
10_5008,8,102
10_5008,10,173
10_5008,37,18
10_5008,58,149
10_5008,6,1500
10_5008,46,429
10_5008,61,30
10_5008,0,-37800
10_5008,13,193
10_5008,16,587
10_5008,21,6
10_5008,34,189
10_5008,38,376
10_5008,62,94
10_5008,7,1153
10_5008,1,15
10_5008,17,620
10_5008,2,19
10_5008,26,479
10_5008,31,1
10_5008,48,460
10_5008,45,1771
10_5008,59,691
10_5008,12,249
10_5008,33,434
10_5008,4,344
10_5008,41,1102
10_5008,43,1011
10_5008,47,83
10_5009,15,495
10_5009,25,17
10_5009,9,1298
10_5009,10,654
10_5009,11,84
10_5009,12,1385
10_5009,20,1043
10_5009,22,499
10_5009,23,481
10_5009,27,6
10_5009,30,86
10_5009,33,1134
10_5009,5,877
10_5009,6,223
10_5009,46,596
10_5009,47,16
10_5009,49,1690
10_5009,51,305
10_5009,1,826
10_5009,19,336
10_5009,35,550
10_5009,4,1169
10_5009,39,21
10_5009,0,-27014
10_5009,17,42
10_5009,21,52
10_5009,24,372
10_5009,28,41
10_5009,29,53
10_5009,31,324
10_5009,8,294
10_5009,45,1132
10_5009,48,808
10_5009,13,1062
10_5009,34,983
10_5009,36,212
10_5009,38,298
10_5009,42,140
10_5009,52,706
10_5009,2,597
10_5009,37,450
10_5009,41,372
10_5009,44,19
10_5009,18,145
10_5009,3,669
10_5009,32,216
10_5009,43,251
10_5009,14,530
10_5009,16,1855
10_5009,26,139
10_5009,7,440
10_5009,40,1021
10_5010,14,530
10_5010,42,140
10_5010,6,223
10_5010,8,294
10_5010,52,706
10_5010,13,1062
10_5010,19,336
10_5010,20,1043
10_5010,22,499
10_5010,31,324
10_5010,28,41
10_5010,30,86
10_5010,36,212
10_5010,0,-27014
10_5010,16,1855
10_5010,17,42
10_5010,24,372
10_5010,27,6
10_5010,5,877
10_5010,7,440
10_5010,45,1132
10_5010,46,596
10_5010,48,808
10_5010,18,145
10_5010,37,450
10_5010,47,16
10_5010,51,305
10_5010,39,21
10_5010,43,251
10_5010,11,84
10_5010,26,139
10_5010,29,53
10_5010,32,216
10_5010,38,298
10_5010,9,1298
10_5010,41,372
10_5010,1,826
10_5010,12,1385
10_5010,23,481
10_5010,3,669
10_5010,34,983
10_5010,35,550
10_5010,4,1169
10_5010,44,19
10_5010,15,495
10_5010,2,597
10_5010,21,52
10_5010,25,17
10_5010,33,1134
10_5010,10,654
10_5010,40,1021
10_5010,49,1690
2_5000,4,384
2_5000,9,896
2_5000,49,802
2_5000,59,363
2_5000,12,249
2_5000,14,917
2_5000,22,23
2_5000,48,460
2_5000,51,29
2_5000,40,2220
2_5000,17,368
2_5000,25,436
2_5000,38,293
2_5000,21,846
2_5000,61,13
2_5000,1,202
2_5000,41,1102
2_5000,44,212
2_5000,27,1310
2_5000,31,1
2_5000,50,1826
2_5000,53,1095
2_5000,57,46
2_5000,60,520
2_5000,28,532
2_5000,3,308
2_5000,32,462
2_5000,33,373
2_5000,35,745
2_5000,5,1796
2_5000,39,388
2_5000,45,1771
2_5000,11,1021
2_5000,13,517
2_5000,20,2176
2_5000,47,83
2_5000,56,724
2_5000,64,429
2_5000,2,25
2_5000,34,219
2_5000,7,1107
2_5000,30,79
2_5000,62,94
2_5000,26,121
2_5000,37,18
2_5000,6,1505
2_5000,46,429
2_5000,55,424
2_5000,63,0
2_5000,10,173
2_5000,36,418
2_5000,43,526
2_5000,65,30
2_5000,24,873
2_5000,29,689
2_5000,8,102
2_5000,42,1735
2_5000,54,820
2_5000,0,-37800
2_5000,16,587
2_5000,18,718
2_5000,68,60
2_5000,15,107
2_5000,19,64
2_5000,58,140
2_5000,67,307
2_5000,23,162
2_5000,52,321
2_5000,66,9
2_5001,30,36
2_5001,31,1
2_5001,35,760
2_5001,36,530
2_5001,37,18
2_5001,1,15
2_5001,27,372
2_5001,28,516
2_5001,38,376
2_5001,58,149
2_5001,43,1011
2_5001,9,1019
2_5001,67,307
2_5001,0,-37800
2_5001,17,620
2_5001,18,730
2_5001,32,269
2_5001,51,467
2_5001,61,30
2_5001,13,193
2_5001,14,914
2_5001,2,19
2_5001,21,6
2_5001,41,1102
2_5001,47,83
2_5001,5,109
2_5001,52,312
2_5001,53,516
2_5001,54,1498
2_5001,12,249
2_5001,39,388
2_5001,42,1661
2_5001,64,239
2_5001,66,33
2_5001,60,333
2_5001,24,1242
2_5001,48,460
2_5001,63,0
2_5001,33,434
2_5001,65,30
2_5001,49,1001
2_5001,57,46
2_5001,25,227
2_5001,56,712
2_5001,59,691
2_5001,34,189
2_5001,40,2610
2_5001,4,344
2_5001,10,173
2_5001,26,479
2_5001,3,289
2_5001,8,102
2_5001,16,587
2_5001,44,212
2_5001,55,311
2_5001,22,179
2_5001,46,429
2_5001,7,1153
2_5001,68,60
2_5001,20,3285
2_5001,29,689
2_5001,50,1826
2_5001,62,94
2_5001,19,146
2_5001,23,630
2_5001,45,1771
2_5001,11,905
2_5001,15,113
2_5001,6,1500
2_5002,47,83
2_5002,48,460
2_5002,63,0
2_5002,11,905
2_5002,30,36
2_5002,31,1
2_5002,42,1661
2_5002,6,1500
2_5002,7,1153
2_5002,68,60
2_5002,0,-37800
2_5002,4,344
2_5002,41,1102
2_5002,64,239
2_5002,17,620
2_5002,25,227
2_5002,5,109
2_5002,65,30
2_5002,66,33
2_5002,50,1826
2_5002,51,467
2_5002,10,173
2_5002,19,146
2_5002,32,269
2_5002,8,102
2_5002,67,307
2_5002,33,434
2_5002,37,18
2_5002,59,691
2_5002,9,1019
2_5002,1,15
2_5002,14,914
2_5002,54,1498
2_5002,39,388
2_5002,58,149
2_5002,24,1242
2_5002,43,1011
2_5002,13,193
2_5002,2,19
2_5002,22,179
2_5002,20,3285
2_5002,49,1001
2_5002,53,516
2_5002,18,730
2_5002,21,6
2_5002,46,429
2_5002,36,530
2_5002,52,312
2_5002,60,333
2_5002,15,113
2_5002,26,479
2_5002,29,689
2_5002,28,516
2_5002,34,189
2_5002,61,30
2_5002,12,249
2_5002,23,630
2_5002,27,372
2_5002,45,1771
2_5002,3,289
2_5002,38,376
2_5002,40,2610
2_5002,57,46
2_5002,62,94
2_5002,16,587
2_5002,55,311
2_5002,56,712
2_5002,35,760
2_5002,44,212
2_5003,35,760
2_5003,53,516
2_5003,67,307
2_5003,3,289
2_5003,39,388
2_5003,44,212
2_5003,57,46
2_5003,13,193
2_5003,30,36
2_5003,31,1
2_5003,38,376
2_5003,5,109
2_5003,52,312
2_5003,55,311
2_5003,62,94
2_5003,1,15
2_5003,18,730
2_5003,19,146
2_5003,50,1826
2_5003,59,691
2_5003,20,3285
2_5003,25,227
2_5003,41,1102
2_5003,49,1001
2_5003,16,587
2_5003,23,630
2_5003,48,460
2_5003,27,372
2_5003,46,429
2_5003,8,102
2_5003,9,1019
2_5003,66,33
2_5003,17,620
2_5003,43,1011
2_5003,6,1500
2_5003,22,179
2_5003,26,479
2_5003,56,712
2_5003,63,0
2_5003,32,269
2_5003,11,905
2_5003,12,249
2_5003,29,689
2_5003,64,239
2_5003,68,60
2_5003,60,333
2_5003,15,113
2_5003,21,6
2_5003,47,83
2_5003,51,467
2_5003,61,30
2_5003,0,-37800
2_5003,10,173
2_5003,34,189
2_5003,36,530
2_5003,14,914
2_5003,40,2610
2_5003,42,1661
2_5003,58,149
2_5003,65,30
2_5003,7,1153
2_5003,2,19
2_5003,24,1242
2_5003,28,516
2_5003,33,434
2_5003,37,18
2_5003,4,344
2_5003,45,1771
2_5003,54,1498
2_5004,12,249
2_5004,49,1001
2_5004,7,1153
2_5004,42,1661
2_5004,67,307
2_5004,61,30
2_5004,20,3285
2_5004,33,434
2_5004,53,516
2_5004,31,1
2_5004,37,18
2_5004,44,212
2_5004,0,-37800
2_5004,23,630
2_5004,3,289
2_5004,27,372
2_5004,35,760
2_5004,47,83
2_5004,16,587
2_5004,2,19
2_5004,24,1242
2_5004,48,460
2_5004,58,149
2_5004,66,33
2_5004,18,730
2_5004,26,479
2_5004,45,1771
2_5004,38,376
2_5004,57,46
2_5004,28,516
2_5004,62,94
2_5004,8,102
2_5004,4,344
2_5004,43,1011
2_5004,50,1826
2_5004,52,312
2_5004,9,1019
2_5004,19,146
2_5004,21,6
2_5004,46,429
2_5004,63,0
2_5004,10,173
2_5004,54,1498
2_5004,56,712
2_5004,65,30
2_5004,60,333
2_5004,29,689
2_5004,32,269
2_5004,36,530
2_5004,14,914
2_5004,15,113
2_5004,17,620
2_5004,6,1500
2_5004,64,239
2_5004,22,179
2_5004,55,311
2_5004,59,691
2_5004,41,1102
2_5004,5,109
2_5004,68,60
2_5004,11,905
2_5004,13,193
2_5004,40,2610
2_5004,34,189
2_5004,39,388
2_5004,51,467
2_5004,1,15
2_5004,25,227
2_5004,30,36
2_5005,12,1385
2_5005,14,530
2_5005,23,481
2_5005,27,6
2_5005,8,294
2_5005,28,41
2_5005,31,324
2_5005,41,372
2_5005,1,826
2_5005,13,1062
2_5005,19,336
2_5005,22,499
2_5005,24,372
2_5005,5,877
2_5005,43,251
2_5005,45,1132
2_5005,21,52
2_5005,25,17
2_5005,26,139
2_5005,33,1134
2_5005,37,450
2_5005,47,16
2_5005,52,706
2_5005,32,216
2_5005,34,983
2_5005,40,1021
2_5005,46,596
2_5005,48,808
2_5005,16,1855
2_5005,20,1043
2_5005,35,550
2_5005,42,140
2_5005,39,21
2_5005,49,1690
2_5005,7,440
2_5005,0,-27014
2_5005,15,495
2_5005,36,212
2_5005,4,1169
2_5005,6,223
2_5005,11,84
2_5005,2,597
2_5005,3,669
2_5005,30,86
2_5005,9,1298
2_5005,44,19
2_5005,51,305
2_5005,10,654
2_5005,17,42
2_5005,18,145
2_5005,29,53
2_5005,38,298
2_5006,13,193
2_5006,51,467
2_5006,61,30
2_5006,62,94
2_5006,14,914
2_5006,18,730
2_5006,34,189
2_5006,36,530
2_5006,52,312
2_5006,55,311
2_5006,26,479
2_5006,27,372
2_5006,39,388
2_5006,40,2610
2_5006,42,1661
2_5006,47,83
2_5006,8,102
2_5006,35,760
2_5006,49,1001
2_5006,64,239
2_5006,11,905
2_5006,45,1771
2_5006,56,712
2_5006,63,0
2_5006,68,60
2_5006,16,587
2_5006,50,1826
2_5006,7,1153
2_5006,10,173
2_5006,15,113
2_5006,17,620
2_5006,3,289
2_5006,44,212
2_5006,25,227
2_5006,41,1102
2_5006,31,1
2_5006,38,376
2_5006,4,344
2_5006,58,149
2_5006,6,1500
2_5006,60,333
2_5006,1,15
2_5006,30,36
2_5006,33,434
2_5006,53,516
2_5006,57,46
2_5006,0,-37800
2_5006,23,630
2_5006,24,1242
2_5006,9,1019
2_5006,2,19
2_5006,20,3285
2_5006,46,429
2_5006,54,1498
2_5006,67,307
2_5006,28,516
2_5006,59,691
2_5006,29,689
2_5006,65,30
2_5006,66,33
2_5006,19,146
2_5006,37,18
2_5006,5,109
2_5006,12,249
2_5006,21,6
2_5006,22,179
2_5006,32,269
2_5006,43,1011
2_5006,48,460
2_5007,33,1134
2_5007,7,440
2_5007,38,298
2_5007,41,372
2_5007,45,1132
2_5007,14,530
2_5007,3,669
2_5007,13,1062
2_5007,19,336
2_5007,2,597
2_5007,23,481
2_5007,9,1298
2_5007,1,826
2_5007,12,1384
2_5007,16,1855
2_5007,29,53
2_5007,31,664
2_5007,34,984
2_5007,37,450
2_5007,6,223
2_5007,0,-27014
2_5007,11,84
2_5007,44,19
2_5007,36,212
2_5007,5,877
2_5007,43,251
2_5007,40,681
2_5007,20,1043
2_5007,24,372
2_5007,4,1169
2_5007,8,294
2_5007,49,1690
2_5007,10,654
2_5007,28,41
2_5007,27,6
2_5007,30,86
2_5007,42,140
2_5007,39,21
2_5007,46,596
2_5007,51,305
2_5007,15,495
2_5007,22,499
2_5007,47,16
2_5007,52,706
2_5007,17,42
2_5007,35,550
2_5007,25,17
2_5007,26,139
2_5007,32,216
2_5007,48,808
2_5007,18,145
2_5007,21,52
2_5008,23,630
2_5008,46,429
2_5008,61,30
2_5008,62,94
2_5008,7,1153
2_5008,36,530
2_5008,39,388
2_5008,8,102
2_5008,25,227
2_5008,3,289
2_5008,33,434
2_5008,40,2610
2_5008,5,109
2_5008,37,18
2_5008,64,239
2_5008,10,173
2_5008,53,516
2_5008,56,712
2_5008,66,33
2_5008,0,-37800
2_5008,17,620
2_5008,4,344
2_5008,42,1661
2_5008,21,6
2_5008,38,376
2_5008,44,212
2_5008,59,691
2_5008,2,19
2_5008,26,479
2_5008,65,30
2_5008,22,179
2_5008,52,312
2_5008,6,1500
2_5008,9,1019
2_5008,60,333
2_5008,57,46
2_5008,28,516
2_5008,29,689
2_5008,30,36
2_5008,34,189
2_5008,48,460
2_5008,11,905
2_5008,31,1
2_5008,12,249
2_5008,58,149
2_5008,68,60
2_5008,13,193
2_5008,15,113
2_5008,16,587
2_5008,49,1001
2_5008,51,467
2_5008,47,83
2_5008,50,1826
2_5008,67,307
2_5008,1,15
2_5008,14,914
2_5008,18,730
2_5008,41,1102
2_5008,43,1011
2_5008,54,1498
2_5008,55,311
2_5008,63,0
2_5008,19,146
2_5008,20,3285
2_5008,24,1242
2_5008,27,372
2_5008,45,1771
2_5008,32,269
2_5008,35,760
2_5009,39,21
2_5009,13,1062
2_5009,22,499
2_5009,23,481
2_5009,33,1134
2_5009,34,983
2_5009,5,877
2_5009,41,372
2_5009,49,1690
2_5009,51,305
2_5009,16,1855
2_5009,3,669
2_5009,7,440
2_5009,40,681
2_5009,1,826
2_5009,10,654
2_5009,11,84
2_5009,14,530
2_5009,21,52
2_5009,26,139
2_5009,43,251
2_5009,47,16
2_5009,52,706
2_5009,20,1043
2_5009,30,86
2_5009,32,216
2_5009,36,212
2_5009,37,450
2_5009,8,294
2_5009,38,298
2_5009,25,17
2_5009,42,140
2_5009,48,808
2_5009,12,1385
2_5009,15,495
2_5009,19,336
2_5009,2,597
2_5009,4,1169
2_5009,6,223
2_5009,45,1132
2_5009,24,372
2_5009,31,664
2_5009,44,19
2_5009,9,1298
2_5009,0,-27014
2_5009,17,42
2_5009,18,145
2_5009,27,6
2_5009,28,41
2_5009,29,53
2_5009,35,550
2_5009,46,596
2_5010,37,450
2_5010,38,298
2_5010,42,140
2_5010,1,826
2_5010,10,654
2_5010,17,42
2_5010,23,481
2_5010,36,212
2_5010,3,669
2_5010,35,550
2_5010,5,877
2_5010,11,84
2_5010,15,495
2_5010,18,145
2_5010,27,6
2_5010,28,41
2_5010,45,1132
2_5010,47,16
2_5010,48,808
2_5010,43,251
2_5010,40,681
2_5010,49,1690
2_5010,12,1384
2_5010,13,1062
2_5010,30,86
2_5010,33,1134
2_5010,7,440
2_5010,9,1298
2_5010,44,19
2_5010,8,294
2_5010,41,372
2_5010,46,596
2_5010,16,1855
2_5010,20,1043
2_5010,24,372
2_5010,34,984
2_5010,4,1169
2_5010,0,-27014
2_5010,2,597
2_5010,26,139
2_5010,29,53
2_5010,52,706
2_5010,19,336
2_5010,21,52
2_5010,6,223
2_5010,39,21
2_5010,51,305
2_5010,14,530
2_5010,22,499
2_5010,25,17
2_5010,31,664
2_5010,32,216
2_5011,35,550
2_5011,8,294
2_5011,39,21
2_5011,47,16
2_5011,49,1690
2_5011,11,84
2_5011,20,1043
2_5011,19,336
2_5011,21,52
2_5011,3,669
2_5011,40,681
2_5011,45,1132
2_5011,51,305
2_5011,12,1384
2_5011,14,530
2_5011,27,6
2_5011,28,41
2_5011,29,53
2_5011,31,664
2_5011,33,1134
2_5011,13,1062
2_5011,17,42
2_5011,41,372
2_5011,43,251
2_5011,22,499
2_5011,5,877
2_5011,4,1169
2_5011,44,19
2_5011,48,808
2_5011,26,139
2_5011,32,216
2_5011,25,17
2_5011,36,212
2_5011,9,1298
2_5011,52,706
2_5011,1,826
2_5011,15,495
2_5011,23,481
2_5011,6,223
2_5011,16,1855
2_5011,18,145
2_5011,2,597
2_5011,24,372
2_5011,30,86
2_5011,34,984
2_5011,0,-27014
2_5011,10,654
2_5011,38,298
2_5011,42,140
2_5011,46,596
2_5011,37,450
2_5011,7,440
3_5000,4,344
3_5000,9,1019
3_5000,13,193
3_5000,19,146
3_5000,22,179
3_5000,17,620
3_5000,20,3285
3_5000,61,30
3_5000,49,1001
3_5000,7,1153
3_5000,10,173
3_5000,26,479
3_5000,31,1
3_5000,32,269
3_5000,53,516
3_5000,2,19
3_5000,24,1242
3_5000,29,689
3_5000,1,15
3_5000,41,1102
3_5000,64,239
3_5000,66,33
3_5000,67,307
3_5000,60,333
3_5000,34,189
3_5000,44,212
3_5000,48,460
3_5000,40,2610
3_5000,52,312
3_5000,0,-37800
3_5000,16,587
3_5000,39,388
3_5000,63,0
3_5000,65,30
3_5000,68,60
3_5000,33,434
3_5000,46,429
3_5000,6,1500
3_5000,8,102
3_5000,21,6
3_5000,50,1826
3_5000,54,1498
3_5000,43,1011
3_5000,5,109
3_5000,11,905
3_5000,35,760
3_5000,36,530
3_5000,12,249
3_5000,25,227
3_5000,56,712
3_5000,3,289
3_5000,30,36
3_5000,37,18
3_5000,45,1771
3_5000,51,467
3_5000,15,113
3_5000,18,730
3_5000,28,516
3_5000,55,311
3_5000,59,691
3_5000,14,914
3_5000,27,372
3_5000,58,149
3_5000,38,376
3_5000,42,1661
3_5000,57,46
3_5000,23,630
3_5000,47,83
3_5000,62,94
3_5001,28,349
3_5001,2,46
3_5001,55,424
3_5001,57,111
3_5001,29,485
3_5001,37,18
3_5001,52,623
3_5001,61,7
3_5001,62,35
3_5001,9,894
3_5001,11,586
3_5001,27,763
3_5001,51,294
3_5001,68,60
3_5001,4,343
3_5001,42,1187
3_5001,48,375
3_5001,63,0
3_5001,64,429
3_5001,65,30
3_5001,5,1624
3_5001,56,590
3_5001,58,142
3_5001,53,1095
3_5001,33,571
3_5001,26,556
3_5001,24,608
3_5001,8,367
3_5001,21,873
3_5001,49,678
3_5001,67,307
3_5001,10,117
3_5001,12,502
