eab6c324b74c338f1deec9498359b636,23.038741
ffe7c8b7f1db69a3d2d36a029ac498e3,20.016114
bc1f6d1450bffcc5ad49c8b593154818,28.578616
c04d240af49a975a40c1f165c8bf66f8,28.672197
5d602b193a9f17ac806e169cb8a1ae45,28.512746
6b767e927b7863a0d21685f8cb9b6c2d,27.585268
fd29a1e3a076f05bdeb123a81e66b0d9,27.231217
9d5f3f364a01b53b979a8bcf3804d9f7,24.877709
a0aaeeafd0f535013ba36102e38a2f7c,28.494166
cccf244b6571950098b885add4ba1bbd,27.919002
49eaa413834a61d89a1ba9c672be0278,28.159930
52ad8ae98b39ac237f8cdfee293d89ae,27.898490
b35f7ada8ccc3ac171ad74450f3b436e,24.440874
d12d6f301a8f48f119cc786d3394c3d3,21.294073
e5162381645a59ed3385cc620cf53074,28.646763
2c6a004e37736ef171f921ed1f32f8a4,27.721217
1594be647ebf6ed9aa51a4402da12b21,28.114372
515eb48c2d6a09ed5e3e70db6e8ab552,23.782958
5b93beb52de5607c59be81e0478a7387,19.768194
430b28a456872651de0c48e113a06092,27.543098
62b29bd6b83fc86960044083ba4ac95b,28.227964
bf18de4305282f1dba3888ba05e0e44a,27.806187
8fd0cc28c06e122c1c583f5801e6e299,24.683422
64e586d63cda9a67d6131d40551c0be2,21.537901
fbf60d5278f02d287ab63d5994790503,17.341650
59fdb55ec837507a28a9bd18e534e415,1.732003
ecb4f972ac4230c1dfe358697ff1bff3,1.576445
f9e53a6629c6bc25b7355e449b90ebb2,1.224032
4a06ea51ce792277461c9ab74196a225,1.202597
11571ffb4920bf8214fcfe36fcafc86a,1.236293
0e52fc02dd667a05ed8f3cd4eed1bba9,2.293979
ec1a8b5ec63680a6bac35c855ddd2d0d,1.941142
70bc8400a02e220f44b17ff103d79e65,1.820199
51c7273742039572899152e71f0de404,0.395579
7a94211d67de7a327d08874478aea8c3,0.364423
863ba7f51c0aac38bcd0e9f6f3a33bd7,2.138718
8442bfefeb46f72f5326c492ef46417e,1.194483
667670d63ebe24a4a2e9a3bad1a6d995,1.176768
f0a283dab8d27eab1d2df8d39c1bc0cb,0.692184
42ad83ea07ee90560ab0e5df3dedf7e1,0.606308
068bfc731996ae977cbfb81faa725379,0.563087
b498efb5f4c72a23712fd85af23fc461,0.333170
32e0b3cafb94066691b806fcaa83d75c,2.415001
f7770d317cebff83af765039694c3429,1.879374
cd3aaa873ba54c4b304bb7ab469bedcd,0.719429
02429af628d8a56d3397935e02b5810e,0.914160
f15344386358f9f8829c3bb0afe35ee6,0.274934
2568b074005cc8c4667badf41ba9a2d0,1.166630
0bdbbc586ac7ad4a2fa065f8b8ab1a7c,1.166152
fea3854c2e7f93d8ee348d3eb8507e89,1.306193
5e4ad24aef40e73ff1b868373f6b679c,2.804713
f5adb5a4937b522aa622e7682921ba18,2.610561
ed221df2120c369ba6d9c4a44297cdf6,2.290071
51f635182cb0da2bf8d1277bab3cee27,1.745046
c9c91ff723540c1debad457d6680be56,2.938203
c78d265fb778ba04fdad1d6a232d4b1c,2.932488
ee5a59f1b925f3c68df15a87dcb5d691,2.658118
7eb01ef7d14dc407db2d729679a6c8cd,2.554930
bdcbd269b92c1b7a3b60e695bcc58dae,1.885449
4cc7c5fd6a7d39d952366b895110be4c,3.035750
a902fd34eeba845f343ef159e674a4ad,2.991938
9d18cd9392493604a0be3bfc43c9c6e6,2.523395
c23218fd2a8da711c0de632448eea3c0,2.492806
d3f0d143f7281b1a90a7ed62aa8d6477,2.368108
135bb50e6cee362313ca4794618b806f,2.115396
354c358cc43edd6c98109e501928ea03,1.977076
fc7a64e4bbf4487e3ef07c457899003a,1.693244
ed5da0284761cd9b13d24f6180bf490c,3.103430
f57ff45166f05db64519fd70c19d0e89,3.048178
aefcd4a18cb84837833d40823f91cc2a,1.681730
5f3d93b7b20f729cbfc754b6fb069fac,2.291540
c155c4e9fa79eba3d72a726252f75436,2.147210
f0a11ebb4bc173811deeccf3b483e8ce,1.985770
0c175ce86fde59ff287de99a98536540,3.112086
0e504e21a94827d3aff4703e9cf66d27,2.724860
252e35a36147349feaea55cabffc588a,2.250442
56732d2c89ed1380f251c6f839cb1a8e,1.978837
0aaf2bd399467a5976ee5c41a50e982c,3.223879
1cb0c94afbfe6d98039673d445c3fa3f,2.613367
f2406b44e26c576ee5939a41bd26ce9f,2.352424
968a11e624d0af421b7e7a35aa006209,2.139591
ec27079e0aa4b5db99a2e807b0a5520b,2.088706
0ce4c71854d2dcf515515a997e24dd1e,2.018168
cf11b0bc8d42256f2a216e8a23ab7d20,1.630484
e02c94fa537f7695d0c1c5353ba4e8e9,1.144109
c1667cc4a1c879ae57e820dd09cece49,3.183048
4250a2cd7443dd584d8f8188bbb914e3,2.572729
6dd564fd8f5ee0e945fa8e335176d2a2,2.295055
91218abfec4354a039582cb88b9238ce,2.185846
9a76d21d4245a8229fc60722342a1264,2.209126
6da0a6de7869d15b46986653c8a28a7f,1.192666
63c07bb8eb460101333d7d16d40b638b,3.185564
20602a851d0474657db6186a786c20f1,2.587667
0d6f859ce857f841beff240cdfac1527,2.958214
d2919cf544a4ce8c7bf0f37857271c59,2.738015
9b3c76140d3a0244e425d85a58047f2e,2.209795
92ba972e2205c779e7da121efb9b869f,1.266401
b757192759cf60cd5578411daf079d3d,1.251373
0f610fa2192cd78ee243c62332408138,3.360595
9c5a09a374591e84be68e2d6f690dc25,3.171211
5103e340c7b9db0269843e500d5ce218,1.629686
10f52296c93280f469a0ef7b2d088a93,1.152701
65da2895974dab581426e5738d3fc487,2.933254
