Port Number,Time Since Start,Bandwidth
5006,4.205617171s,68
5006,4.219204918s,68
5006,4.219234721s,68
5006,4.219401555s,68
5006,4.205016047s,68
5006,4.219229913s,68
5006,4.219359098s,68
5006,4.219894542s,68
5006,54.980859598s,80
5006,4.205010069s,68
5006,4.219217937s,68
5006,4.219346035s,68
5006,4.219979062s,68
5006,8.989672773s,116
5006,8.989677618s,116
5006,4.219175185s,68
5006,4.2052196s,68
5006,4.219699087s,68
5006,4.219937044s,68
5006,54.980862452s,80
5006,4.2051385s,68
5006,4.219691896s,68
5006,4.219741851s,68
5006,16.671956229s,81
5006,16.671962793s,81
5006,4.219406487s,68
5006,4.219710407s,68
5006,54.980852535s,80
5006,4.219157811s,68
5006,4.205204261s,68
5006,4.21939437s,68
5006,4.219555869s,68
5006,4.219579997s,68
5006,4.21970487s,68
5006,4.219730581s,68
5006,4.21974709s,68
5006,4.205105636s,68
5006,54.980855836s,80
5006,54.980851012s,80
5006,4.2195053s,68
5006,4.219763562s,68
5006,8.989670865s,116
5006,8.989675741s,116
5006,16.671960194s,81
5006,54.980857389s,80
5006,4.20562437s,68
5006,54.980860963s,80
5006,4.219540117s,68
5006,4.219330368s,68
5006,4.219545794s,68
5006,4.219560334s,68
5006,4.219911721s,68
5006,54.980856636s,80
5006,4.205649851s,68
5006,4.205644187s,68
5006,4.219341675s,68
5006,4.219773643s,68
5006,8.989681066s,116
5006,4.205129957s,68
5006,4.219884774s,68
5006,4.219889778s,68
5006,4.219901182s,68
5006,4.219907294s,68
5006,16.671968617s,81
5006,16.671969337s,81
5006,4.219551517s,68
5006,4.219964656s,68
5006,8.989680381s,116
5006,16.671958954s,81
5006,4.219959662s,68
5006,8.989673926s,116
5006,8.989679142s,116
5006,54.980861615s,80
5006,8.989667411s,116
5006,4.205636567s,68
5006,4.219198398s,68
5006,4.219874769s,68
5006,4.219953596s,68
5006,16.671953837s,81
5006,54.980858114s,80
5006,4.205251452s,68
5006,4.219224673s,68
5006,4.219389748s,68
5006,4.219985028s,68
5006,8.989631382s,116
5006,8.989660989s,116
5006,54.980849232s,80
5006,54.980855011s,80
5006,4.205213941s,68
5006,4.21973604s,68
5006,8.989678471s,116
5006,16.671970008s,81
5006,54.980848348s,80
5006,54.980863127s,80
5006,4.219591629s,68
5006,16.671968108s,81
5006,16.671961114s,81
5006,4.219364427s,68
5006,8.989663178s,116
5006,4.219166127s,68
5006,4.219151179s,68
5006,4.219943377s,68
5006,4.219970864s,68
5006,4.205122408s,68
5006,4.219597532s,68
5006,4.219724611s,68
5006,4.219949158s,68
5006,8.98963376s,116
5006,16.671961939s,81
5006,4.219211659s,68
5006,16.671957239s,81
5006,4.219526486s,68
5006,4.219191896s,68
5006,4.219517779s,68
5006,4.219608948s,68
5006,4.219683422s,68
5006,4.219719937s,68
5006,8.989665265s,116
5006,8.989669698s,116
5006,4.205116441s,68
5006,16.671967338s,81
5006,4.219312757s,68
5006,4.21918331s,68
5006,4.219324473s,68
5006,4.219335125s,68
5006,4.219377717s,68
5006,4.21971524s,68
5006,8.989679758s,116
5006,16.671958179s,81
5006,4.204907948s,68
5006,16.671965586s,81
5006,4.219532578s,68
5006,4.219572917s,68
5006,4.219769271s,68
5006,4.219924548s,68
5006,4.219371691s,68
5006,4.219140245s,68
5006,4.219757688s,68
5006,8.98967699s,116
5006,16.67197073s,81
5006,4.205224071s,68
5006,16.671964059s,81
5006,4.205244476s,68
5006,4.219383868s,68
5006,16.671964795s,81
5006,4.20563062s,68
5006,4.204998566s,68
5006,4.205607654s,68
5006,4.219751654s,68
5006,4.21993105s,68
5006,4.204894966s,68
5006,54.980846128s,80
5006,54.980850095s,80
5006,54.980858932s,80
5006,4.219584619s,68
5006,8.989668541s,116
5006,16.671966728s,81
5006,54.980853452s,80
5006,54.980854255s,80
5006,4.219603328s,68
