Port Number,Time Since Start,Bandwidth
5008,4.078472809s,68
5008,4.078609569s,68
5008,4.078740615s,68
5008,4.07888862s,68
5008,4.079439536s,68
5008,4.079445029s,68
5008,4.079461246s,68
5008,4.079466984s,68
5008,4.078633771s,68
5008,4.078770837s,68
5008,4.073772137s,68
5008,4.078602295s,68
5008,4.07906456s,68
5008,4.079298474s,68
5008,4.079482707s,68
5008,4.078477443s,68
5008,4.07864432s,68
5008,4.078760633s,68
5008,4.078934226s,68
5008,4.079083838s,68
5008,4.079302964s,68
5008,4.079428373s,68
5008,4.073693991s,68
5008,4.078496499s,68
5008,4.078622124s,68
5008,4.078732202s,68
5008,4.078755044s,68
5008,4.078766433s,68
5008,4.07887144s,68
5008,4.079102578s,68
5008,4.079220722s,68
5008,4.079258383s,68
5008,4.079395582s,68
5008,4.079405077s,68
5008,4.078782781s,68
5008,4.073703553s,68
5008,4.078592799s,68
5008,4.07902158s,68
5008,4.079058074s,68
5008,4.079270234s,68
5008,4.079411255s,68
5008,4.079434216s,68
5008,4.073781938s,68
5008,4.078445735s,68
5008,4.078483099s,68
5008,4.078912839s,68
5008,4.079276979s,68
5008,4.078722463s,68
5008,4.078877952s,68
5008,4.078893506s,68
5008,4.07892404s,68
5008,4.079090175s,68
5008,4.079231382s,68
5008,4.079282714s,68
5008,4.079288248s,68
5008,4.079476802s,68
5008,4.073620757s,68
5008,4.078775263s,68
5008,4.078788514s,68
5008,4.078794642s,68
5008,4.079096681s,68
5008,4.079294118s,68
5008,4.078458189s,68
5008,4.078505079s,68
5008,4.078650404s,68
5008,4.078860965s,68
5008,4.079012643s,68
5008,4.079038059s,68
5008,4.079247279s,68
5008,4.078616052s,68
5008,4.078639879s,68
5008,4.079027906s,68
5008,4.079043798s,68
5008,4.079253933s,68
5008,4.079264479s,68
5008,4.079417373s,68
5008,4.079424053s,68
5008,4.078464978s,68
5008,4.07874804s,68
5008,4.078900873s,68
5008,4.078929561s,68
5008,4.079112477s,68
5008,4.073787809s,68
5008,4.078884046s,68
5008,4.079108339s,68
5008,4.079237383s,68
5008,4.079243197s,68
5008,4.078489382s,68
5008,4.07862787s,68
5008,4.078918505s,68
5008,4.079449018s,68
5008,4.078906975s,68
5008,4.07905126s,68
5008,4.079455501s,68
5008,4.07947266s,68
