Port Number,Time Since Start,Bandwidth
5004,4.342477032s,68
5004,4.353774439s,68
5004,44.966352562s,79
5004,44.966356401s,79
5004,44.966397633s,79
5004,4.342439833s,68
5004,4.342779352s,68
5004,4.342915064s,68
5004,4.342930239s,68
5004,4.353731766s,68
5004,4.353974914s,68
5004,4.342598891s,68
5004,4.353911304s,68
5004,4.353938868s,68
5004,4.353738326s,68
5004,4.3539328s,68
5004,44.966349465s,79
5004,4.353993189s,68
5004,44.966355712s,79
5004,4.342345841s,68
5004,4.342760865s,68
5004,4.353963266s,68
5004,4.342736925s,68
5004,4.353979229s,68
5004,4.342339693s,68
5004,4.353920828s,68
5004,44.966347045s,79
5004,4.342327478s,68
5004,4.342453078s,68
5004,4.342591344s,68
5004,4.342790545s,68
5004,4.353673818s,68
5004,4.35378688s,68
5004,44.966405718s,79
5004,4.342364998s,68
5004,4.342573745s,68
5004,4.342755186s,68
5004,4.35375089s,68
5004,4.342903376s,68
5004,4.353888095s,68
5004,44.966403698s,79
5004,44.966354882s,79
5004,44.966399671s,79
5004,4.342796256s,68
5004,4.342919307s,68
5004,4.353757809s,68
5004,4.353902049s,68
5004,4.353926235s,68
5004,4.353957354s,68
5004,4.353983921s,68
5004,44.96635397s,79
5004,4.342773101s,68
5004,4.353665502s,68
5004,4.353798841s,68
5004,4.353916253s,68
5004,4.337156616s,68
5004,4.353780646s,68
5004,44.96635015s,79
5004,4.342358901s,68
5004,4.342909454s,68
5004,4.353951348s,68
5004,44.966353182s,79
5004,4.342556454s,68
5004,4.342942022s,68
5004,44.966344597s,79
5004,4.337309317s,68
5004,4.342956554s,68
5004,4.353705669s,68
5004,4.353944903s,68
5004,44.966407457s,79
5004,4.337326251s,68
5004,4.342352404s,68
5004,4.342567243s,68
5004,4.34274908s,68
5004,4.342948017s,68
5004,4.342962413s,68
5004,4.342585295s,68
5004,4.342784355s,68
5004,4.35376768s,68
5004,4.353682911s,68
5004,4.34245948s,68
5004,4.342471212s,68
5004,4.342766645s,68
5004,4.353691911s,68
5004,4.353879988s,68
5004,4.342604199s,68
5004,4.353968952s,68
5004,44.966351731s,79
5004,4.342579592s,68
5004,4.353895693s,68
5004,4.337243774s,68
5004,4.337320195s,68
5004,4.342625857s,68
5004,4.353699113s,68
5004,4.353744861s,68
5004,4.342801853s,68
5004,4.342923695s,68
5004,4.34237167s,68
5004,4.342483159s,68
5004,4.342488665s,68
5004,44.966348508s,79
5004,44.966351011s,79
5004,44.96640199s,79
5004,4.34246552s,68
5004,4.342936002s,68
5004,4.353792106s,68
5004,4.353762533s,68
5004,4.342893902s,68
5004,4.337233284s,68
5004,4.353649728s,68
5004,4.353906307s,68
