Port Number,Time Since Start,Bandwidth
5004,256.765334ms,68
5004,414.829833ms,68
5004,414.838861ms,68
5004,1.327821163s,115
5004,7.134770625s,115
5004,7.431814383s,115
5004,335.846117ms,68
5004,1.327741414s,80
5004,1.327781834s,80
5004,7.134747326s,80
5004,7.134778488s,115
5004,7.431808757s,115
5004,1.32782766s,115
5004,1.327833443s,115
5004,7.134691759s,80
5004,7.134732206s,80
5004,7.431727681s,80
5004,7.431766436s,80
5004,7.431800675s,115
5004,335.809944ms,68
5004,414.794418ms,68
5004,1.327792422s,80
5004,7.134784177s,115
5004,7.431777235s,80
