Port Number,Time Since Start,Bandwidth
5005,8.220462904s,80
5005,8.220475729s,116
5005,6.985498ms,70
5005,73.908789ms,70
5005,7.39169123s,80
5005,7.39171376s,80
5005,7.391749507s,116
5005,8.220460023s,80
5005,5.782405ms,70
5005,68.650332ms,70
5005,73.915493ms,70
5005,7.391746315s,116
5005,67.257665ms,70
5005,68.67492ms,70
5005,73.508214ms,70
5005,73.522636ms,70
5005,7.391748865s,116
5005,8.220455809s,80
5005,7.017201ms,70
5005,73.901107ms,70
5005,7.391748262s,116
5005,8.220474843s,116
5005,6.196309ms,70
5005,30.153324ms,70
5005,68.659641ms,70
5005,73.892774ms,70
5005,73.929627ms,70
5005,8.220461904s,80
5005,8.220477506s,116
5005,6.994269ms,70
5005,30.159684ms,70
5005,68.687784ms,70
5005,73.873545ms,70
5005,8.220500325s,116
5005,8.220501238s,116
5005,6.010751ms,70
5005,30.179526ms,70
5005,68.681444ms,70
5005,73.515812ms,70
5005,30.140795ms,70
5005,73.885105ms,70
5005,7.391716293s,80
5005,7.391694879s,80
5005,8.220458712s,80
5005,6.18629ms,70
5005,67.284929ms,70
5005,68.70133ms,70
5005,68.721839ms,70
5005,73.537681ms,70
5005,8.220460943s,80
5005,7.0002ms,70
5005,67.293957ms,70
5005,73.500634ms,70
5005,73.922235ms,70
5005,7.391696021s,80
5005,7.391702165s,80
5005,7.391715353s,80
5005,8.220502839s,116
5005,6.028335ms,70
5005,6.20537ms,70
5005,67.270257ms,70
5005,7.391744818s,116
5005,8.220457478s,80
5005,8.220502034s,116
5005,30.166436ms,70
5005,67.300835ms,70
5005,73.489227ms,70
5005,73.544697ms,70
5005,7.391697018s,80
5005,7.391747617s,116
5005,7.39175017s,116
5005,67.278124ms,70
5005,73.530403ms,70
5005,73.936251ms,70
5005,7.391742984s,116
5005,8.2204527s,80
5005,8.220476646s,116
