Port Number,Time Since Start,Bandwidth
5001,869.921634ms,80
5001,14.705290656s,79
5001,14.705294729s,79
5001,50.617637ms,70
5001,50.636383ms,70
5001,869.946247ms,116
5001,4.464444358s,80
5001,4.464451572s,80
5001,4.464453458s,80
5001,111.200498ms,70
5001,112.523753ms,70
5001,4.464449687s,80
5001,4.464454314s,80
5001,4.464467922s,116
5001,14.705311614s,115
5001,40.31067ms,70
5001,112.493878ms,70
5001,112.54565ms,70
5001,869.963623ms,116
5001,40.268177ms,70
5001,74.039006ms,70
5001,111.217315ms,70
5001,14.705312607s,115
5001,25.190492ms,70
5001,112.565295ms,70
5001,869.916305ms,80
5001,869.949268ms,116
5001,4.464452455s,80
5001,17.883204ms,70
5001,50.684619ms,70
5001,74.015585ms,70
5001,869.924474ms,80
5001,869.950619ms,116
5001,25.206623ms,70
5001,74.051798ms,70
5001,112.531676ms,70
5001,112.558081ms,70
5001,869.920751ms,80
5001,14.70530801s,115
5001,74.070574ms,70
5001,869.92255ms,80
5001,869.965396ms,116
5001,4.464447142s,80
5001,4.464471799s,116
5001,14.705306367s,115
5001,17.86146ms,70
5001,25.176889ms,70
5001,40.252032ms,70
5001,50.593353ms,70
5001,869.923381ms,80
5001,14.705288281s,79
5001,14.705289696s,79
5001,14.705293195s,79
5001,11.606127ms,70
5001,17.893181ms,70
5001,25.197949ms,70
5001,111.179101ms,70
5001,4.4644669s,116
5001,4.464469244s,116
5001,14.705309867s,115
5001,869.919235ms,80
5001,869.925901ms,80
5001,40.240961ms,70
5001,40.259688ms,70
5001,111.234367ms,70
5001,111.249236ms,70
5001,112.501772ms,70
5001,112.539052ms,70
5001,869.964297ms,116
5001,4.464448603s,80
5001,4.464465974s,116
5001,14.705285598s,79
5001,14.705308887s,115
5001,11.618469ms,70
5001,50.668235ms,70
5001,111.226506ms,70
5001,112.508865ms,70
5001,4.464471109s,116
5001,14.705305544s,115
5001,14.705307163s,115
5001,74.045554ms,70
5001,869.951414ms,116
5001,4.464465115s,116
5001,4.464470326s,116
5001,14.705291538s,79
5001,14.705292249s,79
5001,10.252903ms,70
5001,50.654391ms,70
5001,74.006144ms,70
5001,869.948005ms,116
5001,74.032143ms,70
5001,111.209452ms,70
5001,111.241663ms,70
