Port Number,Time Since Start,Bandwidth
5004,10.781031558s,80
5004,10.781056547s,116
5004,10.781059674s,116
5004,41.4362ms,70
5004,84.474914ms,70
5004,19.173811ms,70
5004,78.660036ms,70
5004,79.775578ms,70
5004,84.468479ms,70
5004,19.146602ms,70
5004,7.899477ms,70
5004,7.915243ms,70
5004,41.455074ms,70
5004,79.761635ms,70
5004,84.419149ms,70
5004,84.451041ms,70
5004,7.447717ms,70
5004,78.616291ms,70
5004,79.734309ms,70
5004,79.744824ms,70
5004,79.781854ms,70
5004,19.165771ms,70
5004,19.1834ms,70
5004,41.474737ms,70
5004,78.607684ms,70
5004,79.754981ms,70
5004,84.488985ms,70
5004,10.781058489s,116
5004,10.781060764s,116
5004,7.271713ms,70
5004,78.633755ms,70
5004,84.481542ms,70
5004,10.781030371s,80
5004,78.595696ms,70
5004,7.928259ms,70
5004,41.462495ms,70
5004,78.642413ms,70
5004,79.78803ms,70
5004,84.496343ms,70
5004,10.781029134s,80
5004,10.781034088s,80
5004,7.440832ms,70
5004,7.908345ms,70
5004,10.781035355s,80
5004,7.242647ms,70
5004,10.781027866s,80
5004,10.781036208s,80
5004,19.158937ms,70
5004,84.459951ms,70
5004,10.781054672s,116
5004,7.070373ms,70
5004,10.781063188s,116
5004,41.447357ms,70
5004,78.624242ms,70
5004,79.76834ms,70
5004,84.503501ms,70
5004,10.781062339s,116
5004,10.781063997s,116
5004,41.482087ms,70
5004,10.78102428s,80
5004,7.429407ms,70
