Port Number,Time Since Start,Bandwidth
5002,42.333488ms,70
5002,65.441082ms,70
5002,102.389087ms,70
5002,10.86258615s,80
5002,31.902467ms,70
5002,31.94722ms,70
5002,102.368863ms,70
5002,2.101503751s,80
5002,10.862608029s,116
5002,9.088142ms,70
5002,65.50083ms,70
5002,2.101502678s,80
5002,2.10153442s,116
5002,42.307055ms,70
5002,103.764423ms,70
5002,103.773198ms,70
5002,2.101487946s,80
5002,10.862588866s,80
5002,17.675458ms,70
5002,31.971303ms,70
5002,31.920693ms,70
5002,31.95607ms,70
5002,102.382172ms,70
5002,10.862589965s,80
5002,10.862608737s,116
5002,10.862610397s,116
5002,8.900217ms,70
5002,17.65207ms,70
5002,10.862587876s,80
5002,102.354115ms,70
5002,102.375418ms,70
5002,102.395153ms,70
5002,10.862591301s,80
5002,10.862592021s,80
5002,10.86260601s,116
5002,9.402327ms,70
5002,102.333424ms,70
5002,103.800665ms,70
5002,2.101506393s,80
5002,2.101532521s,116
5002,65.484474ms,70
5002,103.793811ms,70
5002,2.101535161s,116
5002,2.101536032s,116
5002,65.352534ms,70
5002,2.101527917s,116
5002,10.86260523s,116
5002,9.391165ms,70
5002,42.313419ms,70
5002,103.808004ms,70
5002,2.101487053s,80
5002,10.862582011s,80
5002,42.326735ms,70
5002,102.362598ms,70
5002,65.45849ms,70
5002,2.101504562s,80
5002,65.465687ms,70
5002,103.815285ms,70
5002,2.101483466s,80
5002,2.101529839s,116
5002,2.101531319s,116
5002,9.410039ms,70
5002,42.295991ms,70
5002,10.86258509s,80
5002,10.86260664s,116
5002,9.056553ms,70
5002,17.634384ms,70
5002,65.473041ms,70
5002,103.786705ms,70
5002,103.830091ms,70
5002,10.862607339s,116
5002,17.659896ms,70
5002,42.320129ms,70
5002,2.101533612s,116
5002,10.862609784s,116
5002,103.779512ms,70
5002,2.101505288s,80
