Port Number,Time Since Start,Bandwidth
5003,9.497081ms,70
5003,9.888298ms,70
5003,25.409437ms,70
5003,95.881322ms,70
5003,12.732295965s,115
5003,9.465991ms,70
5003,59.113689ms,70
5003,5.992738834s,80
5003,12.732252771s,79
5003,12.732256569s,79
5003,59.086125ms,70
5003,36.078469ms,70
5003,5.992783597s,116
5003,12.732293459s,115
5003,9.829044ms,70
5003,95.923465ms,70
5003,95.935325ms,70
5003,97.614362ms,70
5003,5.992787298s,116
5003,9.862389ms,70
5003,25.428287ms,70
5003,36.048296ms,70
5003,59.094167ms,70
5003,95.942747ms,70
5003,5.992737158s,80
5003,5.992739881s,80
5003,5.992784751s,116
5003,9.670922ms,70
5003,59.107261ms,70
5003,5.99277983s,116
5003,9.678912ms,70
5003,95.90075ms,70
5003,5.992742708s,80
5003,12.732253987s,79
5003,9.271934ms,70
5003,97.577436ms,70
5003,97.633887ms,70
5003,12.732295398s,115
5003,36.071514ms,70
5003,97.639971ms,70
5003,5.992744289s,80
5003,5.992788883s,116
5003,12.732247531s,79
5003,12.732251924s,79
5003,95.916525ms,70
5003,95.892668ms,70
5003,5.992740981s,80
5003,5.992781943s,116
5003,12.732296538s,115
5003,25.390829ms,70
5003,36.092886ms,70
5003,5.992741703s,80
5003,9.853682ms,70
5003,59.069144ms,70
5003,97.588372ms,70
5003,97.594958ms,70
5003,97.607917ms,70
5003,12.732250869s,79
5003,36.085921ms,70
5003,25.443374ms,70
5003,59.129399ms,70
5003,95.90909ms,70
5003,97.60146ms,70
5003,5.992788112s,116
5003,12.732291959s,115
5003,25.419475ms,70
5003,59.100761ms,70
5003,97.626682ms,70
5003,5.99273419s,80
5003,5.992786486s,116
5003,12.732257529s,79
5003,12.732294319s,115
5003,9.631662ms,70
5003,12.732290855s,115
5003,12.732292741s,115
5003,12.732254989s,79
5003,36.063823ms,70
