Port Number,Time Since Start,Bandwidth
5009,10.735863ms,70
5009,12.027058ms,70
5009,12.601617ms,70
5009,10.316534ms,70
5009,10.355832ms,70
5009,10.380176ms,70
5009,10.591681ms,70
5009,10.686696ms,70
5009,11.982205ms,70
5009,12.594819ms,70
5009,12.636314ms,70
5009,12.643709ms,70
5009,5.903209ms,70
5009,5.913367ms,70
5009,10.226565ms,70
5009,10.769453ms,70
5009,12.62217ms,70
5009,10.34852ms,70
5009,10.671093ms,70
5009,5.92045ms,70
5009,10.364623ms,70
5009,10.570406ms,70
5009,10.721832ms,70
5009,12.664269ms,70
5009,12.693116ms,70
5009,12.577529ms,70
5009,5.604387ms,70
5009,6.620817ms,70
5009,6.631213ms,70
5009,7.168943ms,70
5009,11.871999ms,70
5009,12.040272ms,70
5009,12.063573ms,70
5009,7.174062ms,70
5009,11.883592ms,70
5009,11.956978ms,70
5009,12.055222ms,70
5009,12.087839ms,70
5009,12.628883ms,70
5009,12.615168ms,70
5009,6.600275ms,70
5009,6.607552ms,70
5009,7.16331ms,70
5009,10.280913ms,70
5009,10.372558ms,70
5009,10.825403ms,70
5009,11.941109ms,70
5009,5.370809ms,70
5009,7.135562ms,70
5009,7.157585ms,70
5009,10.261637ms,70
5009,10.341443ms,70
5009,10.747921ms,70
5009,11.859212ms,70
5009,5.613827ms,70
5009,10.858041ms,70
5009,12.588164ms,70
5009,12.650756ms,70
5009,6.576983ms,70
5009,7.179229ms,70
5009,7.184223ms,70
5009,10.295931ms,70
5009,11.799188ms,70
5009,11.994242ms,70
5009,5.926054ms,70
5009,7.151374ms,70
5009,12.006666ms,70
5009,12.608598ms,70
5009,12.657673ms,70
5009,6.587566ms,70
5009,10.331704ms,70
5009,12.070868ms,70
5009,10.759757ms,70
5009,11.97192ms,70
5009,12.67202ms,70
5009,12.699445ms,70
5009,10.273458ms,70
5009,10.545481ms,70
5009,10.836919ms,70
5009,10.71021ms,70
5009,10.847568ms,70
5009,12.016681ms,70
5009,12.678746ms,70
5009,12.686276ms,70
