Port Number,Time Since Start,Bandwidth
5000,5.606420818s,70
5000,5.606683743s,70
5000,5.608163483s,70
5000,5.602927116s,70
5000,5.603460382s,70
5000,5.603808598s,70
5000,5.605531275s,70
5000,5.602087881s,70
5000,5.603978047s,70
5000,5.608296266s,70
5000,5.605582598s,70
5000,5.605606117s,70
5000,5.606460044s,70
5000,5.606506904s,70
5000,5.603435025s,70
5000,5.60344095s,70
5000,5.604677716s,70
5000,5.605550059s,70
5000,5.608201915s,70
5000,5.608220832s,70
5000,5.608234141s,70
5000,5.606447076s,70
5000,5.608240329s,70
5000,5.603992734s,70
5000,5.604653774s,70
5000,5.605519006s,70
5000,5.605562803s,70
5000,5.606409669s,70
5000,5.606677905s,70
5000,5.6082144s,70
5000,5.603832713s,70
5000,5.605512761s,70
5000,5.605556427s,70
5000,5.605613658s,70
5000,5.603427018s,70
5000,5.606440497s,70
5000,5.60667182s,70
5000,5.601282787s,70
5000,5.603838545s,70
5000,5.604904206s,70
5000,5.605525324s,70
5000,5.602068767s,70
5000,5.603910649s,70
5000,5.605543242s,70
5000,5.604868488s,70
5000,5.608174344s,70
5000,5.608261175s,70
5000,5.601574419s,70
5000,5.603446774s,70
5000,5.603844517s,70
5000,5.60398643s,70
5000,5.604790664s,70
5000,5.605501452s,70
5000,5.608227202s,70
5000,5.602869023s,70
5000,5.603466742s,70
5000,5.604488544s,70
5000,5.604684345s,70
5000,5.602879388s,70
5000,5.604004237s,70
5000,5.606666004s,70
5000,5.608272912s,70
5000,5.606694905s,70
5000,5.608208002s,70
5000,5.608254574s,70
5000,5.608286462s,70
5000,5.603817286s,70
5000,5.604670181s,70
5000,5.604911984s,70
5000,5.606657666s,70
5000,5.608188286s,70
5000,5.608248079s,70
5000,5.608280309s,70
5000,5.602095307s,70
5000,5.604567116s,70
5000,5.604663589s,70
5000,5.608181335s,70
5000,5.602937801s,70
5000,5.604690869s,70
5000,5.606427455s,70
5000,5.606453359s,70
5000,5.603850445s,70
5000,5.608194986s,70
5000,5.605575738s,70
5000,5.605597794s,70
5000,5.606433976s,70
5000,5.606615488s,70
5000,5.601582462s,70
5000,5.60382453s,70
5000,5.604727411s,70
5000,5.605569514s,70
5000,5.606688769s,70
