Port Number,Time Since Start,Bandwidth
5008,5.507777778s,70
5008,5.508921438s,70
5008,5.509774197s,70
5008,5.515188408s,70
5008,5.508904543s,70
5008,5.511471645s,70
5008,5.515195641s,70
5008,5.5063718s,70
5008,5.508929778s,70
5008,5.51148132s,70
5008,5.51490153s,70
5008,5.516395575s,70
5008,5.514912315s,70
5008,5.517585356s,70
5008,5.517782169s,70
5008,5.50779657s,70
5008,5.508191685s,70
5008,5.508886614s,70
5008,5.516459359s,70
5008,5.508272247s,70
5008,5.515150121s,70
5008,5.515173507s,70
5008,5.516518964s,70
5008,5.517798829s,70
5008,5.515143056s,70
5008,5.517788233s,70
5008,5.517550616s,70
5008,5.517738957s,70
5008,5.507871476s,70
5008,5.509581392s,70
5008,5.509797836s,70
5008,5.506423933s,70
5008,5.511353846s,70
5008,5.514740159s,70
5008,5.517767146s,70
5008,5.5165648s,70
5008,5.506415815s,70
5008,5.512013372s,70
5008,5.516351083s,70
5008,5.517566101s,70
5008,5.507232663s,70
5008,5.507865863s,70
5008,5.508127034s,70
5008,5.515164182s,70
5008,5.51651299s,70
5008,5.517721675s,70
5008,5.51780608s,70
5008,5.508951292s,70
5008,5.509790192s,70
5008,5.51636205s,70
5008,5.516616603s,70
5008,5.509614387s,70
5008,5.516575423s,70
5008,5.50778915s,70
5008,5.508242022s,70
5008,5.514920029s,70
5008,5.516369956s,70
5008,5.517578711s,70
5008,5.508185145s,70
5008,5.508250087s,70
5008,5.509782326s,70
5008,5.511836908s,70
5008,5.50886732s,70
5008,5.508937661s,70
5008,5.511793977s,70
5008,5.511937343s,70
5008,5.517673662s,70
5008,5.507850157s,70
5008,5.515128242s,70
5008,5.515157234s,70
5008,5.515202666s,70
5008,5.516389256s,70
5008,5.51650675s,70
5008,5.517558509s,70
5008,5.50819807s,70
5008,5.508876536s,70
5008,5.5089125s,70
5008,5.515135533s,70
5008,5.517731361s,70
5008,5.506282594s,70
5008,5.50825756s,70
5008,5.51637665s,70
5008,5.516498418s,70
5008,5.508895321s,70
5008,5.508943611s,70
5008,5.507166775s,70
5008,5.508178096s,70
5008,5.509589323s,70
5008,5.515118283s,70
5008,5.509596103s,70
5008,5.511017395s,70
5008,5.512004229s,70
5008,5.516632017s,70
5008,5.517753064s,70
5008,5.50980652s,70
5008,5.516383071s,70
5008,5.516625116s,70
5008,5.516639412s,70
5008,5.517572392s,70
5008,5.517773595s,70
5008,5.50715475s,70
5008,5.507179956s,70
5008,5.509601963s,70
5008,5.511089248s,70
5008,5.507841866s,70
5008,5.509744866s,70
5008,5.517745886s,70
5008,5.506404578s,70
5008,5.507194498s,70
5008,5.507859759s,70
5008,5.509608027s,70
5008,5.511628911s,70
5008,5.511924081s,70
5008,5.517760089s,70
5008,5.507173113s,70
5008,5.511037027s,70
5008,5.511544722s,70
5008,5.515181284s,70
