Port Number,Transaction ID,Latency
5001,a1144ef306cdd1874779ecf705dea289,0.024397
5001,3bcfd8fe4e61843b5b528a7b187e5c40,0.024335
5001,47ea3346d9fb20f2ea098a5936e4baec,0.024855
5001,fd966332fd1505291da987e30f1f5937,0.026143
5001,1e8a43176df981075ff89a654b80cd1e,0.025378
5001,c27ae79743eb265ea001b5f21ade65a6,0.038618
5001,b6034b70178b94d50ca6aa9388592913,0.025002
5001,40df929d8ebc1529bb23cd92ebc2663f,0.214869
5001,3aa78d98aeee0651d308239e14b370a0,0.048259
5001,3c807f8a686272b73c6ed529dff14dbe,0.024277
5001,f7fb7b198cf596ad2a36c122ab45e4b7,0.024590
5001,d306c8a4d57a444c8109c484cec33fb8,0.024293
5001,a1e1b1398eefc3da86ff9ffe717d6a99,0.025544
5001,60acfcea26ee598380f702e1cfec2fd1,0.024882
5001,09c01c47ef1f0d3f6cd3d798eed214e4,0.024624
5001,5ce90fa4598fd26a918e507dfd1f850e,0.025047
5001,ce086243d071cc6da9ceb1393a4b7861,0.024994
5001,65168db18851aef8e50fb67739aa3001,0.024922
5001,f584f84baa457d9237f50498b1161d2b,0.024679
5001,0f1f58b3d7ae21d0b176e2704b07b753,0.235478
5001,67aa100df432cec21f9d927da7fd727e,0.208057
5001,3a46047536a855acf19e1bf16ae25546,0.121469
5001,85cad0cc0550293a2bd6e928ed6eb2f7,0.042426
5001,624d752ce8e82cfbf2137bb987e5b57b,0.025350
5001,dacbb57b5a00b5697d8cddc5b25f7c23,0.024356
5001,22b126f4b694ae8f94cb5a691523e2b3,0.024960
5001,f04f3e72d61120ce3f4ff0bb15627ef8,0.208130
5001,5452f58d7f6f9044e8fc2e0c63dd3e9e,0.152640
5001,3755b6c1187f24bd05e1b3bba205d6fb,0.112154
5001,df5ddb5f2be6b32964bc3d16efa0bb83,0.040565
5001,7b5a661296c7bc1041f42d2e8e9c355b,0.024288
5001,b5e55ef73220446bb023fb71b9fb07ae,0.025987
5001,75a012f4263c6232f2bac6c72df84ed7,0.025474
5001,6ffa21c9c8276d841097d8ceefd21787,0.025044
5001,74580bdf127bb9aefabf351fb9d65a4a,0.025698
5001,ba6ba3d54ab919bd456a9264c346002c,0.025206
5001,e63b2a3d68477cb8b93b8841e4d35312,0.081934
5001,2b74af8ecc9de1c14ff29c0109bb68b5,0.057441
5001,8e0d040f7e70c8a4a64e7c8160a7520e,0.024456
5001,898c34e42efaa045fcd4c4b9fc79ef69,0.026324
5001,55923461fa4a71e470fabffeeaa428b6,0.025899
5001,900e1406ba8af5cde96cefa292162bd5,0.024394
5001,b490827c56edaa969e1744384efa6d84,0.026058
5001,80dcbc525aae3875e04abe52a13f7c7b,0.226188
5001,747ae1ce3c626d9682e1cdee2ee0d42e,0.223057
5001,c250db243377cb310b6e534fdf654753,0.169686
5001,25dfc6d753cd0b38a35397e79bd6d4ef,0.149202
5001,fbf280c5a830d7c99b1d57bfee42cb02,0.033285
5001,0de5fdd082bc2906833539a33c5d7a7e,0.024034
5001,f213100b1a6474979ee2e93da147f5e9,0.025770
5001,9c135eec25838864d71c9e0424820f7e,0.096795
5001,f64e9ff3faed2f5276cf3d8f82f9b8cf,0.067307
5001,14e70904c0af03876bea81b9661b2945,0.054829
5001,62ffcd7efd50867401bee4d86f5f13d9,0.042329
5001,1df43f5907ad15a68b3c4d615e6b7e68,0.025250
