Port Number,Time Since Start,Bandwidth
5007,974.19707ms,75
5007,20.485227332s,79
5007,974.013908ms,75
5007,20.485222402s,79
5007,20.485225685s,79
5007,974.409272ms,75
5007,974.424859ms,75
5007,974.446089ms,75
5007,5.348688ms,70
5007,6.435124ms,70
5007,974.022668ms,75
5007,974.23895ms,75
5007,974.417924ms,75
5007,974.431188ms,75
5007,5.128859ms,70
5007,5.140707ms,70
5007,5.33214ms,70
5007,5.342216ms,70
5007,6.449788ms,70
5007,974.030171ms,75
5007,974.394204ms,75
5007,20.485215793s,79
5007,4.963023ms,70
5007,6.425822ms,70
5007,973.997496ms,75
5007,974.209216ms,75
5007,974.378376ms,75
5007,6.410608ms,70
5007,974.050933ms,75
5007,974.215765ms,75
5007,20.48522351s,79
5007,20.485224703s,79
5007,974.224069ms,75
5007,974.23147ms,75
